Unnamed: 0,RecordID,RID,Squib,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Temperature,Reaction Order
20144,29036.0,12368.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3A672E1B1C8EB118D9E3596B9B9A6804?id=1977SMI/MUT44:5,1.0,5.93,-3,,n-C3H7C(O)OCH(CH3)2,,,n-C3H7COOH,CH3CH=CH2,,"651
 
K",1.0
20153,29057.0,12376.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EFF9564ADA84263769E949BC574CD79C?id=2008YAS/KUR192-197:4,1.0,8,15,-334000,tert-C4H9OC2H5,,,(.)C2H5,(CH3)3CO(.),,1000,1.0
20160,29064.0,12380.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=58786A4DF8B6EC83B6544E0B22D46F5C?id=2008YAS/KUR192-197:3,1.0,2.5,16,-337000,tert-C4H9OC2H5,,,(CH3)2C(.)OCH2CH3,(.)CH3,,1000,1.0
20161,29066.0,12382.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5C36E5A859AD72DF018D93FD81FD05E8?id=1977SMI/MUT44:4,1.0,6.1,-3,,C2H5C(O)OCH(CH3)2,,,C2H5COOH,CH3CH=CH2,,"651
 
K",1.0
20162,29067.0,12382.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5C36E5A859AD72DF018D93FD81FD05E8?id=1977CHU/MAR449:2,1.0,1.15,13,-189570,C2H5C(O)OCH(CH3)2,,,C2H5COOH,CH3CH=CH2,,563,1.0
20169,29074.0,12389.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A742CE651637BE88CD0D703E714BBFB1?id=1966EDW/KER621:3,2.0,1.48,-13,-30680,((CH3)2N)2CO,(.)CH3,,CH4,(CH3)2NC(O)N(CH3)CH2(.),,381,2.0
20181,29089.0,12397.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=281ECC267766138310378F5019B057FE?id=1996MOG/BIL18399-18407:4,2.0,6.39,-12,,CH2ClCCl3,(.)F,,HF,CCl3CHCl,,"296
 
K",2.0
20182,29090.0,12398.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=41F0C1B86FD709F320B2FC5B87696AB9?id=1993JIA/TAY5050-5053:3,2.0,3.35,-12,-12887,CH2ClCCl3,(.)OH,,H2O,CCl3CHCl,,293,2.0
20183,29091.0,12398.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=41F0C1B86FD709F320B2FC5B87696AB9?id=1993CHI/PIA241-250:63,2.0,2.04,-13,,CH2ClCCl3,(.)OH,,H2O,CCl3CHCl,,"298
 
K",2.0
20188,29122.0,12406.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=02BF924173BA318D6095DDFECD457676?id=1976KIN/GOD546:2,1.0,7.94,15,-313456,(CH3)3C-CN,,,(.)CH3,(CH3)2CCN,,1020,1.0
20189,29123.0,12406.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=02BF924173BA318D6095DDFECD457676?id=1965HUN/KER5074-5080:5,1.0,1.45,15,-293501,(CH3)3C-CN,,,(.)CH3,(CH3)2CCN,,875,1.0
20194,29129.0,12411.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2D98666349AA83DBF381BA382C4850A?id=1988WEI/GRA1458:1,2.0,7,-1,,CO,Cr(CO)4(C2H4),,Cr(CO)5(C2H4),,,"298
 
K",2.0
20195,29130.0,12411.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2D98666349AA83DBF381BA382C4850A?id=1987WEI/GRA1252:1,2.0,7,-1,,CO,Cr(CO)4(C2H4),,Cr(CO)5(C2H4),,,"295
 
K",2.0
20197,29132.0,12413.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D361D88C91607E9B42273DE3EF15A73E?id=1986SED/CHU7518-7524:1,2.0,3.99,-18,,CO,Mn2(CO)9,,Mn2(CO)10,,,"323
 
K",2.0
20198,29133.0,12414.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=969EEA6378BA99FD38DCA5696C1680CF?id=1997HOU/WEI2988-2995:6,2.0,4.3,-12,,CO,Fe(CO)3(C2H4),,(CH2=CH2)(CO)4Fe,,,300,2.0
20199,29134.0,12414.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=969EEA6378BA99FD38DCA5696C1680CF?id=1987WEI/MIL352:1,2.0,3.5,1,,CO,Fe(CO)3(C2H4),,(CH2=CH2)(CO)4Fe,,,"297
 
K",2.0
20200,29135.0,12414.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=969EEA6378BA99FD38DCA5696C1680CF?id=1987MIL/GRA7951:1,2.0,3.77,-5,34089,CO,Fe(CO)3(C2H4),,(CH2=CH2)(CO)4Fe,,,298,2.0
20202,29137.0,12416.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F606F12DABAC8A382D54658C6CD1D8A9?id=1986SED/OUD1977:3,2.0,2.99,-11,,CO,Fe(CO)2,,Fe(CO)3,,,283,2.0
20204,29140.0,12419.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F58FD65921DA9267B121D45BF12649ED?id=1987ISH/HAC6644-6650:3,2.0,5,-11,,CO,V(CO)5,,V(CO)6,,,"298
 
K",2.0
20205,29141.0,12420.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=60E9ACB33D7C325751E925B320821257?id=1986TSA/HAM1087:90,2.0,1,-15,,CO,(.)CH2,,H2C=C=O,,,300,2.0
20206,29144.0,12422.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8B26BE3D28EEFDB2048AF979895519D5?id=1987ISH/HAC6644-6650:2,2.0,5,-11,,CO,V(CO)4,,V(CO)5,,,"298
 
K",2.0
20207,29145.0,12423.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=87A09F0F1AB77E20657E0BF88F38921B?id=1987ISH/HAC6644-6650:1,2.0,4,-11,,CO,V(CO)3,,V(CO)4,,,"298
 
K",2.0
20208,29146.0,12424.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BB460EC3D67D9AF3314DD3BA8A5DED78?id=1995WAN/CHE847-853:2,2.0,3.5,-11,,CO,Co(CO)2,,Co(CO)3,,,"293
 
K",2.0
20209,29147.0,12424.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BB460EC3D67D9AF3314DD3BA8A5DED78?id=1986RAY/NAZ2882:3,2.0,6.19,-11,,CO,Co(CO)2,,Co(CO)3,,,"298
 
K",2.0
20210,29148.0,12425.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EA620F667A25A70C4F944D5FC1084700?id=1986RAY/NAZ2882:2,2.0,6.19,-11,,CO,Co(CO),,Co(CO)2,,,"298
 
K",2.0
20211,29149.0,12426.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6C5CBE80B7341F5902B8682CF826070?id=1995WAN/CHE847-853:1,2.0,3.4,-11,,CO,Co(CO)3,,Co(CO)4,,,"293
 
K",2.0
20212,29150.0,12426.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6C5CBE80B7341F5902B8682CF826070?id=1986RAY/NAZ2882:1,2.0,6.19,-11,,CO,Co(CO)3,,Co(CO)4,,,"298
 
K",2.0
20213,29151.0,12427.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CC96DE4C366ECFC0AB22A143CDD16131?id=1990ISH/BRO2404-2413:5,2.0,3.7,-11,,CO,Cr(CO)4,,Cr(CO)5,,,"298
 
K",2.0
20214,29152.0,12427.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CC96DE4C366ECFC0AB22A143CDD16131?id=1988FLE/ROS2097:2,2.0,2.32,-10,,CO,Cr(CO)4,,Cr(CO)5,,,"300
 
K",2.0
20215,29153.0,12427.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CC96DE4C366ECFC0AB22A143CDD16131?id=1986FLE/ROS1686:3,2.0,2.32,-10,,CO,Cr(CO)4,,Cr(CO)5,,,"300
 
K",2.0
20216,29154.0,12427.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CC96DE4C366ECFC0AB22A143CDD16131?id=1985FLE/ROS2203:2,2.0,4.35,-11,,CO,Cr(CO)4,,Cr(CO)5,,,"300
 
K",2.0
20217,29155.0,12428.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2CFB25A2742FCEBB620883BDCBE89A34?id=1990ISH/BRO2404-2413:4,2.0,4.32,-11,,CO,Mo(CO)3,,Mo(CO)4,,,"298
 
K",2.0
20218,29156.0,12428.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2CFB25A2742FCEBB620883BDCBE89A34?id=1990GAN/ROS4315-4318:3,2.0,5.55,-11,,CO,Mo(CO)3,,Mo(CO)4,,,"298
 
K",2.0
20219,29157.0,12429.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B27AF2A8B3C955D2D010C5B01618C50B?id=1997HOU/WEI239-245:3,2.0,8.3,-13,,CO,Fe(CO)3(N2),,Fe(CO)4(N2),,,"297
 
K",2.0
20220,29158.0,12430.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6D109900CE4A7A2C6F59C92DE9F8BA74?id=2000CED/WEI8011-8026:4,2.0,2.2,-11,,CO,Fe(CO)3,,Fe(CO)4,,,"297
 
K",2.0
20221,29159.0,12430.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6D109900CE4A7A2C6F59C92DE9F8BA74?id=1986SED/OUD1977:2,2.0,2.16,-11,,CO,Fe(CO)3,,Fe(CO)4,,,283,2.0
20222,29160.0,12431.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4BF91FCF15AD31D13FE0AE1AAB41A197?id=1990ISH/BRO2404-2413:3,2.0,6.79,-11,,CO,Mo(CO)4,,Mo(CO)5,,,"298
 
K",2.0
20223,29161.0,12431.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4BF91FCF15AD31D13FE0AE1AAB41A197?id=1990GAN/ROS4315-4318:2,2.0,4.93,-11,,CO,Mo(CO)4,,Mo(CO)5,,,"298
 
K",2.0
20225,29163.0,12433.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3896FE4AA9E7516F22394E939B683290?id=1990ISH/BRO2404-2413:2,2.0,4.32,-11,,CO,Mo(CO)5,,Mo(CO)6,,,"298
 
K",2.0
20226,29164.0,12433.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3896FE4AA9E7516F22394E939B683290?id=1990GAN/ROS4315-4318:1,2.0,6.18,-11,,CO,Mo(CO)5,,Mo(CO)6,,,"298
 
K",2.0
20227,29165.0,12434.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=74A6AFB05A91A1E8E1648027C84CD579?id=1991BOG/WEL1294-1299:2,2.0,9.18,-12,6751,CO,W(CO)5,,W(CO)6,,,298,2.0
20229,29167.0,12436.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F8FBDE3414BB73B1687CD6A344FA491?id=1994WEL/HOU8343-8351:4,2.0,9.18,-12,6751,CO,Cr(CO)5,,Cr(CO)6,,,298,2.0
20230,29168.0,12436.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F8FBDE3414BB73B1687CD6A344FA491?id=1990ISH/BRO2404-2413:1,2.0,4.02,-11,,CO,Cr(CO)5,,Cr(CO)6,,,"298
 
K",2.0
20231,29169.0,12436.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F8FBDE3414BB73B1687CD6A344FA491?id=1988FLE/ROS2097:1,2.0,6.53,-11,,CO,Cr(CO)5,,Cr(CO)6,,,"300
 
K",2.0
20232,29170.0,12436.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F8FBDE3414BB73B1687CD6A344FA491?id=1985SED/CHU1432:1,2.0,2.49,-11,,CO,Cr(CO)5,,Cr(CO)6,,,"294
 
K",2.0
20233,29171.0,12436.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F8FBDE3414BB73B1687CD6A344FA491?id=1985FLE/ROS2203:1,2.0,3.72,-11,,CO,Cr(CO)5,,Cr(CO)6,,,"300
 
K",2.0
20234,29172.0,12437.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E45616CA79F50C55EFE7EF96164D4E84?id=1991RYT/WEI9841-9852:1,2.0,7.8,-15,,CO,Fe2(CO)8,,Fe2(CO)9,,,"295
 
K",2.0
20243,29181.0,12439.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BE6D61F2B4F710F7F889FBAFD17900A2?id=1997DEM/SAN1-266:235,3.0,2.5,-31,,CO,CF3O,,CF3C(O)O,,,200,3.0
20244,29182.0,12439.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BE6D61F2B4F710F7F889FBAFD17900A2?id=1994DEM/SAN:218,3.0,2.5,-31,,CO,CF3O,,CF3C(O)O,,,"300
 
K",3.0
20245,29183.0,12439.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BE6D61F2B4F710F7F889FBAFD17900A2?id=1997DEM/SAN1-266:234,2.0,6.79,-14,,CO,CF3O,,CF3C(O)O,,,200,2.0
20246,29184.0,12439.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BE6D61F2B4F710F7F889FBAFD17900A2?id=1994DEM/SAN:217,2.0,6.79,-14,,CO,CF3O,,CF3C(O)O,,,200,2.0
20247,29185.0,12439.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BE6D61F2B4F710F7F889FBAFD17900A2?id=1997MEL/MOO579-587:1,2.0,5,-14,,CO,CF3O,,CF3C(O)O,,,"296
 
K",2.0
20248,29186.0,12440.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F7B5E7DE3A44B6FD8AC831AB7D9E96B5?id=1995TUR/BAR6000-6009:8,2.0,2.01,-15,,CO,CF3O,,COF2,FCO,,"298
 
K",2.0
20249,29188.0,12441.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6B42A9EEC2050705302DA948E47EF8C5?id=1995TUR/BAR6000-6009:7,2.0,4,-16,,CO,CF3O,,CO2,(.)CF3,,"298
 
K",2.0
20251,29205.0,12448.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=42A1697AC0377F7765F99DC245BDC2A4?id=1986IBR467:1,2.0,3.84,-9,-299321,CO,N,,CN,O(.),,4000,2.0
20252,29206.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1986TSA/HAM1087:89,3.0,1.7,-33,-12555,CO,O(.),,CO2,,,300,3.0
20253,29207.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1984WAR197C:104,3.0,1.46,-34,18957,CO,O(.),,CO2,,,1000,3.0
20254,29208.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1974KON7:1,3.0,6.51,-36,15465,CO,O(.),,CO2,,,400,3.0
20255,29209.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1987FUJ/KAK2144:2,3.0,4.36,-33,-30015,CO,O(.),,CO2,,,1700,3.0
20256,29210.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1985FUJ/KAK489:2,3.0,1.2,-32,-17959,CO,O(.),,CO2,,,1700,3.0
20257,29211.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1984TOB/SHE267-276C:1,3.0,1.19,-27,-48557,CO,O(.),,CO2,,,353,3.0
20258,29212.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1980SUG/ISH1344:10,3.0,1,-35,,CO,O(.),,CO2,,,"296
 
K",3.0
20259,29213.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1978HAR/GAR503:1,3.0,7.69,-35,18957,CO,O(.),,CO2,,,1300,3.0
20260,29214.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1977DEA/STE598:1,3.0,1.6,-34,,CO,O(.),,CO2,,,2100,3.0
20261,29215.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1974WAG/ZAB705:3,3.0,5.43,-33,-20952,CO,O(.),,CO2,,,298,3.0
20262,29216.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1974INN1589:1,3.0,2.21,-33,-14800,CO,O(.),,CO2,,,257,3.0
20263,29217.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1974HAR/VAS76:2,3.0,5.51,-34,,CO,O(.),,CO2,,,"1500
 
K",3.0
20264,29218.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1973INN5431:3,3.0,9.82,-36,,CO,O(.),,CO2,,,"296
 
K",3.0
20265,29219.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1973INN5431:1,3.0,4.49,-36,,CO,O(.),,CO2,,,"296
 
K",3.0
20266,29220.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1973INN5431:2,3.0,5.4,-36,,CO,O(.),,CO2,,,"296
 
K",3.0
20267,29221.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1972ZAB/HAR1111:1,3.0,5.51,-34,,CO,O(.),,CO2,,,1400,3.0
20268,29222.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1972SLA/WOO233:1,3.0,6.51,-33,-18126,CO,O(.),,CO2,,,250,3.0
20269,29223.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1972SLA/WOO233:3,3.0,6.2,-36,,CO,O(.),,CO2,,,"296
 
K",3.0
20270,29224.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1972SLA/WOO233:2,3.0,2.3,-36,,CO,O(.),,CO2,,,"296
 
K",3.0
20271,29225.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1972SIM/HEI2004-2011:2,3.0,1.63,-32,-17128,CO,O(.),,CO2,,,298,3.0
20272,29226.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1972DEM3527:1,3.0,6.89,-36,,CO,O(.),,CO2,,,"298
 
K",3.0
20273,29227.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1972BAL/JAC277:5,3.0,8.27,-34,-12555,CO,O(.),,CO2,,,300,3.0
20274,29228.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1971STU/NIK3943:4,3.0,3.2,-36,,CO,O(.),,CO2,,,"300
 
K",3.0
20275,29229.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1971STU/NIK3943:3,3.0,1.7,-36,,CO,O(.),,CO2,,,"300
 
K",3.0
20276,29230.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1971STU/NIK3943:2,3.0,2.2,-36,,CO,O(.),,CO2,,,"300
 
K",3.0
20277,29231.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1971MIY/TAK307:1,3.0,5.82,-33,,CO,O(.),,CO2,,,"298
 
K",3.0
20278,29232.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1971DON/HUS375:1,3.0,1.4,-35,,CO,O(.),,CO2,,,"300
 
K",3.0
20279,29233.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1970SLA/BLA3722-3725:1,3.0,6.01,-36,,CO,O(.),,CO2,,,"300
 
K",3.0
20280,29234.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1970SLA/BLA3722-3725:3,3.0,1.4,-35,,CO,O(.),,CO2,,,"300
 
K",3.0
20281,29235.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1970SLA/BLA3722-3725:2,3.0,7,-36,,CO,O(.),,CO2,,,"300
 
K",3.0
20282,29236.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1970DON/HUS2551-2559:1,3.0,4.8,-35,,CO,O(.),,CO2,,,"298
 
K",3.0
20283,29237.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1969LIN/BAU3377:2,3.0,7.72,-36,99774,CO,O(.),,CO2,,,1500,3.0
20284,29238.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1969KON/INT105-111:1,3.0,1.86,-36,12472,CO,O(.),,CO2,,,409,3.0
20285,29239.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1962CLY/THR404-418:1,3.0,1.38,-34,,CO,O(.),,CO2,,,"293
 
K",3.0
20286,29240.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1961KON/PTI492-496:2,3.0,9.6,-34,-8813,CO,O(.),,CO2,,,373,3.0
20287,29241.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1984TOB/SHE149:1,2.0,1,-14,-13553,CO,O(.),,CO2,,,353,2.0
20288,29242.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1980TOB/ULL535:1,2.0,2.09,-15,-6693,CO,O(.),,CO2,,,348,2.0
20289,29243.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1973GAE/GLA295:8,2.0,4.98,-16,,CO,O(.),,CO2,,,"300
 
K",2.0
20290,29244.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1972SIM/HEI2004-2011:1,2.0,2.66,-14,-12139,CO,O(.),,CO2,,,298,2.0
20291,29245.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1961KON/PTI492-496:1,2.0,1.6,-14,-8813,CO,O(.),,CO2,,,373,2.0
20292,29246.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1959AVR/KOL1506-1513:1,2.0,5.18,-14,-12555,CO,O(.),,CO2,,,421,2.0
20293,29247.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1984TOB/SHE149:2,2.0,5.01,-4,5404,CO,O(.),,CO2,,,353,2.0
20294,29248.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1972BAL/JAC277:4,2.0,2.2,-2,,CO,O(.),,CO2,,,"773
 
K",2.0
20295,29251.0,12449.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F01CE42859B0D84EA86F73F6295CFD0E?id=1959KON41:1,2.0,1.6,-13,-15881,CO,O(.),,CO2,,,420,2.0
20296,29252.0,12450.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F549ECF74CE4BA1207AB7FA52C5E7750?id=1997DEM/SAN1-266:232,2.0,5,-16,,CO,CF3O2,,CO2,CF3O,,"298
 
K",2.0
20297,29253.0,12450.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F549ECF74CE4BA1207AB7FA52C5E7750?id=1994DEM/SAN:215,2.0,5,-16,,CO,CF3O2,,CO2,CF3O,,"298
 
K",2.0
20299,29256.0,12453.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=712997B750CFAED9889B98B079BDC565?id=1982CRO/CAS647-657:1,2.0,6.03,-12,-87302,CO,(FO)2=CF2,,FCO,CF3O2,,383,2.0
20300,29264.0,12456.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6D2A5391645C2C203DB5D7FB5612D856?id=2005CED/WEI1233-1241:3,2.0,4.98,-14,,CO,Fe(CO)4,,Fe(CO)5,,,"298
 
K",2.0
20301,29265.0,12456.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6D2A5391645C2C203DB5D7FB5612D856?id=1986SED/OUD1977:1,2.0,5.81,-14,,CO,Fe(CO)4,,Fe(CO)5,,,273,2.0
20302,29266.0,12457.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0091C72A33432D170A44D615CE04CDC9?id=2010TUC/BRA127-131:1,2.0,3.6,-17,,CO,FSO3,,FS(O2)OCO,,,"298
 
K",2.0
20304,29271.0,12461.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BA5C78A845305FB113C0936A8430BF77?id=1981BAU/DUX:30,3.0,5.51,-32,,CO,(.)F,,FCO,,,"295
 
K",3.0
20305,29272.0,12461.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BA5C78A845305FB113C0936A8430BF77?id=1975ARU/BUB205-207:2,3.0,7,-32,,CO,(.)F,,FCO,,,"293
 
K",3.0
20306,29273.0,12461.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BA5C78A845305FB113C0936A8430BF77?id=1975ARU/BUB205-207:1,3.0,6.51,-32,,CO,(.)F,,FCO,,,"293
 
K",3.0
20307,29274.0,12461.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BA5C78A845305FB113C0936A8430BF77?id=1975APP/CLY2072-2084:2,3.0,5.02,-32,,CO,(.)F,,FCO,,,"298
 
K",3.0
20308,29275.0,12461.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BA5C78A845305FB113C0936A8430BF77?id=1975APP/CLY2072-2084:1,3.0,3.39,-32,,CO,(.)F,,FCO,,,"298
 
K",3.0
20309,29276.0,12461.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BA5C78A845305FB113C0936A8430BF77?id=1993WAL/HUR651-665:20,2.0,5.5,-13,,CO,(.)F,,FCO,,,"295
 
K",2.0
20310,29277.0,12461.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BA5C78A845305FB113C0936A8430BF77?id=1974MIL/WIL857:2,2.0,1,-2,,CO,(.)F,,FCO,,,"295
 
K",2.0
20311,29278.0,12461.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BA5C78A845305FB113C0936A8430BF77?id=1986PLU/RYA205:2,3.0,8.11,-32,,CO,(.)F,,FCO,,,"295
 
K",3.0
