RecordID,RID,Squib,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Temperature,Reaction Order
1624,1156,http://kinetics.nist.gov/kinetics/Detail;jsessionid=224A9F8A6E2006C06456CAF026AE30FE?id=1972PAT/DEH2487-2494:25,1,8.95,11,-180424,['CC=1N(C(=CC1)C)C(C=C)C'],,,['C(\\C=C\\C)C1=C(NC(=C1)C)C'],,,660,1
1625,1157,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BE534C3254768C45228F3ED0746667AE?id=1972PAT/DEH2487-2494:26,1,1.77,11,-194559,['CC=1N(C(=CC1)C)C(C=C)C'],,,[None],,,660,1
1626,1158,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0AA5C6CB0ABE5294F935A9FB7423F6AE?id=1972PAT/DEH2487-2494:23,1,1.89,12,-203705,['C(\\C=C/C)C1=CNC=C1'],,,['C(\\C=C/C)C=1NC=CC1'],,,739,1
1627,1159,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0A9F9B2D68422426FBC0161FBAD0D633?id=1972PAT/DEH2487-2494:22,1,2.75,11,-191233,['C(\\C=C\\C)C1=CNC=C1'],,,['C(\\C=C\\C)C=1NC=CC1'],,,739,1
1628,1160,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B3C4F07A16646F7018CDD800433A020E?id=1972PAT/DEH2487-2494:21,1,2.55,9,-173772,['CC(C=C)C1=CNC=C1'],,,['C(\\C=C/C)C=1NC=CC1'],,,739,1
1629,1161,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E39FB5B8C52A523BEB44C9C98C6C69DB?id=1972PAT/DEH2487-2494:20,1,3.82,9,-166289,['CC(C=C)C1=CNC=C1'],,,['C(\\C=C\\C)C=1NC=CC1'],,,739,1
1630,1162,http://kinetics.nist.gov/kinetics/Detail;jsessionid=374FA7FF4C84D9DEE74EDBA376C69B08?id=1972PAT/DEH2487-2494:19,1,2.49,11,-192064,['CC(C=C)C1=CNC=C1'],,,['CC(C=C)C=1NC=CC1'],,,739,1
1631,1163,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F51E0BB775E1F163284EABC479BEA205?id=1972PAT/DEH2487-2494:18,1,6.81,11,-201210,['C(\\C=C/C)C=1NC=CC1'],,,['C(\\C=C/C)C1=CNC=C1'],,,739,1
1632,1164,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DA29F055F79D2172B95B24C16AFA0458?id=1972PAT/DEH2487-2494:17,1,9.2,7,-147998,['C(\\C=C/C)C=1NC=CC1'],,,['CC(C=C)C=1NC=CC1'],,,739,1
1633,1165,http://kinetics.nist.gov/kinetics/Detail;jsessionid=41C00DC81CA5DB54A5C9B3153106B419?id=1972PAT/DEH2487-2494:16,1,3,10,-181255,['C(\\C=C\\C)C=1NC=CC1'],,,['C(\\C=C\\C)C1=CNC=C1'],,,739,1
1634,1166,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1E83293D400B24A1999D932E915E2E55?id=1972PAT/DEH2487-2494:15,1,4.83,8,-161301,['C(\\C=C\\C)C=1NC=CC1'],,,['CC(C=C)C1=CNC=C1'],,,739,1
1635,1167,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3AC423B4C36EB64441BDE178184DB839?id=1972PAT/DEH2487-2494:13,1,1.18,8,-145503,['C(\\C=C\\C)C=1NC=CC1'],,,['CC(C=C)C=1NC=CC1'],,,739,1
1636,1167,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3AC423B4C36EB64441BDE178184DB839?id=1972PAT/DEH2487-2494:14,1,7.36,8,-168784,['C(\\C=C\\C)C=1NC=CC1'],,,['CC(C=C)C=1NC=CC1'],,,739,1
1637,1168,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0F58FB9A0239059C116D904B612AD368?id=1972PAT/DEH2487-2494:12,1,7.23,8,-173772,['CC(C=C)C=1NC=CC1'],,,['C(\\C=C/C)C1=CNC=C1'],,,739,1
1638,1169,http://kinetics.nist.gov/kinetics/Detail;jsessionid=47B0C9D67F6961D9AA596AFE5BE49108?id=1972PAT/DEH2487-2494:10,1,1.82,10,-178761,['CC(C=C)C=1NC=CC1'],,,['C(\\C=C\\C)C1=CNC=C1'],,,739,1
1639,1169,http://kinetics.nist.gov/kinetics/Detail;jsessionid=47B0C9D67F6961D9AA596AFE5BE49108?id=1972PAT/DEH2487-2494:11,1,4.39,8,-157144,['CC(C=C)C=1NC=CC1'],,,['C(\\C=C\\C)C1=CNC=C1'],,,739,1
1640,1170,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C9CE881A9625E49EB72F926C92B66314?id=1972PAT/DEH2487-2494:9,1,8.75,7,-143840,['CC(C=C)C=1NC=CC1'],,,['C(\\C=C/C)C=1NC=CC1'],,,739,1
1641,1171,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3454A92A10B246F3A3CBD62C109D0F40?id=1972PAT/DEH2487-2494:8,1,2.45,8,-139683,['CC(C=C)C=1NC=CC1'],,,['C(\\C=C\\C)C=1NC=CC1'],,,739,1
1642,1172,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B3DD9B44ECB83516CD1F33329E2A71FD?id=1972PAT/DEH2487-2494:7,1,7.41,9,-185413,['C(\\C=C/C)N1C=CC=C1'],,,['CC(C=C)C1=CNC=C1'],,,739,1
1643,1173,http://kinetics.nist.gov/kinetics/Detail;jsessionid=67D6088D4FCF0D86084B385B9C83A928?id=1972PAT/DEH2487-2494:6,1,1.07,12,-207862,['C(\\C=C/C)N1C=CC=C1'],,,['C(\\C=C/C)C=1NC=CC1'],,,739,1
1644,1174,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3E946B20131E51A80E7A190A78E7AAF9?id=1972PAT/DEH2487-2494:5,1,2.09,9,-168784,['C(\\C=C\\C)N1C=CC=C1'],,,['CC(C=C)C1=CNC=C1'],,,739,1
1645,1175,http://kinetics.nist.gov/kinetics/Detail;jsessionid=12B753A1D6C640198AAE234FCA571F53?id=1972PAT/DEH2487-2494:4,1,6.79,11,-202042,['C(\\C=C\\C)N1C=CC=C1'],,,['C(\\C=C\\C)C=1NC=CC1'],,,739,1
1646,1176,http://kinetics.nist.gov/kinetics/Detail;jsessionid=173C502A7843A4B2416462AD76669998?id=1972PAT/DEH2487-2494:3,1,3.86,9,-176267,['CC(C=C)N1C=CC=C1'],,,['C(\\C=C/C)C1=CNC=C1'],,,739,1
1647,1177,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A261025CB14523A67AC7111C151F8C3F?id=1972PAT/DEH2487-2494:2,1,1.8,9,-162132,['CC(C=C)N1C=CC=C1'],,,['C(\\C=C\\C)C1=CNC=C1'],,,739,1
1648,1178,http://kinetics.nist.gov/kinetics/Detail;jsessionid=93E2148F584B1657F9FBCC777D82F7BE?id=1972PAT/DEH2487-2494:1,1,5.09,10,-186244,['CC(C=C)N1C=CC=C1'],,,['CC(C=C)C=1NC=CC1'],,,739,1
1649,1179,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D8FCE8367D5E98E008BE39A3D6C8DAB5?id=1975CLE/FRE2485:2,1,2.28,15,-251097,['C(C)C1(COC1)C'],,,CH2O,C2H5C(CH3)=CH2,,680,1
1650,1180,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F31CD011BF42AD31BD6DE3C7B0022FB2?id=1971TAY2382-2387:11,1,7.08,12,-185413,['C(C)(=O)OC(C=1C=NC=CC1)C'],,,CH3C(O)OH,[None],,621,1
1651,1180,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F31CD011BF42AD31BD6DE3C7B0022FB2?id=1962TAY4881:4,1,4.17,12,-182918,['C(C)(=O)OC(C=1C=NC=CC1)C'],,,CH3C(O)OH,[None],,607,1
1652,1181,http://kinetics.nist.gov/kinetics/Detail;jsessionid=68C928B0C83360624BCBD79FB7EDEE22?id=1971TAY2382-2387:10,1,6.31,12,-182918,['C(C)(=O)OCC=1C=CC=C2C=CC=NC12'],,,CH3C(O)OH,['C(=C)C=1C=CC=C2C=CC=NC12'],,635,1
1653,1182,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E6B16A778DEAEBA075159E499B5BA442?id=1971TAY2382-2387:9,1,6.31,12,-183750,['C(C)(=O)OC(C1=CC=C2C=CC=NC2=C1)C'],,,['C(=C)C1=CC=C2C=CC=NC2=C1'],CH3C(O)OH,,621,1
1654,1183,http://kinetics.nist.gov/kinetics/Detail;jsessionid=53C15441F0C63A7AE95F0D759282D7C1?id=1971TAY2382-2387:8,1,6.31,12,-183750,['C(C)(=O)OC(C=1C=C2C=CC=NC2=CC1)C'],,,['C(=C)C=1C=C2C=CC=NC2=CC1'],CH3C(O)OH,,621,1
1655,1184,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D78B33505141ADDC1FF8472D7A68D7E4?id=1971TAY2382-2387:7,1,4.47,12,-180424,['C(C)(=O)OC(C=1C=2C=CC=NC2C=CC1)C'],,,['C(=C)C1=C2C=CC=NC2=CC=C1'],CH3C(O)OH,,621,1
1656,1185,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2CEDFE9961CF564AF8FBC05512E8D91E?id=1971TAY2382-2387:6,1,3.16,12,-186244,['C(C)(=O)OC(C1=CC=NC2=CC=CC=C12)C'],,,CH3C(O)OH,['C(=C)C1=CC=NC2=CC=CC=C12'],,633,1
1657,1186,http://kinetics.nist.gov/kinetics/Detail;jsessionid=87B4867F92FCC1DB1F3452DD2C923C02?id=1971TAY2382-2387:5,1,5.01,12,-183750,['C(C)(=O)OC(C=1C=NC2=CC=CC=C2C1)C'],,,['C(=C)C=1C=NC2=CC=CC=C2C1'],CH3C(O)OH,,621,1
1658,1187,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B39B643BA3A79AF3DF25F34B68EBDBF8?id=1971TAY2382-2387:4,1,3.98,12,-186244,['C(C)(=O)OC(C1=NC2=CC=CC=C2C=C1)C'],,,CH3C(O)OH,['C(=C)C1=NC2=CC=CC=C2C=C1'],,633,1
1659,1188,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C02892936697BEA580DF4D2BDDFC40F8?id=2000JAR/WAL8490-8494:1,1,1,14,-165937,[None],,,C3H4CCH2,,,478,1
1660,1189,http://kinetics.nist.gov/kinetics/Detail;jsessionid=38FD40C202EE4AECC3F965E086C86936?id=2000JAG/LIB1175-1181:5,1,4.03,4,,(CH3)2CHC=O,,,CO,2-C3H7,,"317
 
K",1
1661,1189,http://kinetics.nist.gov/kinetics/Detail;jsessionid=38FD40C202EE4AECC3F965E086C86936?id=1970CAD/DOD2371:8,1,1.05,13,-40824,(CH3)2CHC=O,,,CO,2-C3H7,,353,1
1662,1189,http://kinetics.nist.gov/kinetics/Detail;jsessionid=38FD40C202EE4AECC3F965E086C86936?id=1970CAD/DOD2371:9,1,6.32,22,-40824,(CH3)2CHC=O,,,CO,2-C3H7,,353,1
1663,1189,http://kinetics.nist.gov/kinetics/Detail;jsessionid=38FD40C202EE4AECC3F965E086C86936?id=2009POK/DEN647-655:6,1,1.57,13,-52500,(CH3)2CHC=O,,,CO,2-C3H7,,"298
 
K",1
1664,1189,http://kinetics.nist.gov/kinetics/Detail;jsessionid=38FD40C202EE4AECC3F965E086C86936?id=2001MER/RAY4712-4717:3,1,8.6,13,-55600,(CH3)2CHC=O,,,CO,2-C3H7,,"298
 
K",1
1665,1189,http://kinetics.nist.gov/kinetics/Detail;jsessionid=38FD40C202EE4AECC3F965E086C86936?id=2001MER/RAY4712-4717:23,1,1.1,4,,(CH3)2CHC=O,,,CO,2-C3H7,,"298
 
K",1
1666,1190,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EE5FAF8F552F16B9A81BA620D2CD50E3?id=2000TOM/VIL1165-1174:3,1,3.3,14,-59407,(CH3)2CHC=O,,,[None],CO,,403,1
1667,1190,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EE5FAF8F552F16B9A81BA620D2CD50E3?id=2000TOM/VIL1165-1174:1,1,3.8,12,-49637,(CH3)2CHC=O,,,[None],CO,,413,1
1668,1191,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CDBAB73D081DD45692C16CCCBE5F778A?id=2000JAG/LIB1175-1181:2,1,2.3,3,,CH3CH2CH2CO,,,CO,1-C3H7,,"317
 
K",1
1669,1191,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CDBAB73D081DD45692C16CCCBE5F778A?id=1970CAD/DOD2371:6,1,3.16,12,-39826,CH3CH2CH2CO,,,CO,1-C3H7,,353,1
1670,1191,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CDBAB73D081DD45692C16CCCBE5F778A?id=1970CAD/DOD2371:7,1,1.9,22,-39826,CH3CH2CH2CO,,,CO,1-C3H7,,353,1
1671,1191,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CDBAB73D081DD45692C16CCCBE5F778A?id=2009POK/DEN647-655:3,1,1.57,13,-60700,CH3CH2CH2CO,,,CO,1-C3H7,,"298
 
K",1
1672,1191,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CDBAB73D081DD45692C16CCCBE5F778A?id=1979FOR/BER219:6,1,1,12,-52298,CH3CH2CH2CO,,,CO,1-C3H7,,273,1
1673,1192,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BFC7AEDD096829A0D6C892B404957330?id=2008HUY/VIO94-101:73,1,5.02,13,-166628,CH3CH2CH2CO,,,H2C=C=O,(.)C2H5,,300,1
1674,1193,http://kinetics.nist.gov/kinetics/Detail;jsessionid=59ACADF69BF5A3613CD7F4EDAFE942FE?id=2008HUY/VIO94-101:79,1,6.55,6,-85730,CH3CH2CH2CO,,,(.)CH2CH2CH2CHO,,,300,1
1675,1194,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8097EA01047CD3A218A425994896059A?id=2008HUY/VIO94-101:75,1,4.27,3,-118453,CH3CH2CH2CO,,,CH3CH(.)CH2CHO,,,300,1
1677,1196,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7F939E037901090DEAFABC8048EDCCBB?id=1971VIO/MAC6967-6974:8,1,2.51,12,-169615,HC≡CC(CH3)2C(CH3)2OH,,,['CC(=O)C'],CH2=C=C(CH3)2,,563,1
1678,1197,http://kinetics.nist.gov/kinetics/Detail;jsessionid=56BEDD24B77B1CFDEA29106047310CBF?id=1958RAB/SCH504-505:2,1,1,16,-268557,[None],,,[None],,,687,1
1679,1197,http://kinetics.nist.gov/kinetics/Detail;jsessionid=56BEDD24B77B1CFDEA29106047310CBF?id=1972WAA/RAB1695-1699:1,1,1,1,,[None],,,[None],,,"753
 
K",1
1681,1198,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AFB06FD04ABB61B38A622A0EE95A5450?id=1958RAB/SCH504-505:1,1,1.58,15,-274378,[None],,,CH3CD=CHD,,,687,1
1683,1199,http://kinetics.nist.gov/kinetics/Detail;jsessionid=32514AEFFB1D1080C050A0D5B2046019?id=1989BRA/FRA1053-1061:11,1,1,15,-146335,[None],,,C2H2,[None],,1380,1
1685,1201,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DAEFE6EEBB462DF74F55D56233751D54?id=1972COC/EGG680:1,1,3.16,12,-231974,['C(C)C1N=CCC1'],,,[None],H2,,721,1
1686,1202,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8CC57D5A61E2CCD5BDC264C3BC368263?id=1972COC/EGG169:1,1,1.12,14,-199547,[None],,,['C(C)C1N=CCC1'],,,573,1
1688,1204,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F4EF6766068911A3EE41D9AB01D1645E?id=1995ALA/ALO53-59:7,1,1.58,11,-172110,['ClC=1C=C(C(=O)NC(C)(C)C)C=CC1'],,,['C=C(C)C'],['ClC=1C=C(C(=O)N)C=CC1'],,704,1
1689,1205,http://kinetics.nist.gov/kinetics/Detail;jsessionid=152C1C7C2952695E65A7F13F827A41C1?id=2005WAN/WAN370-374:1,1,1.71,2,-101279,H3P=S,,,H2PSH,,,200,1
1690,1206,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0067303993AEAE337D2B174A0D63DCD9?id=2005WAN/WAN370-374:2,1,2.89,3,-157110,H3P=S,,,H2,HP=S,,200,1
1691,1207,http://kinetics.nist.gov/kinetics/Detail;jsessionid=05BE3386A926C58F98AC95AEB7C2A415?id=1982ALA/BIG773:3,1,1.39,12,-148829,CH3SC(S)OCH(CH3)2,,,CH3CH=CH2,CH3OC(S)SH,,500,1
1692,1208,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B9DD4CB4F6A05881410C314E4C0F81F8?id=1984RAM/MOL924:3,1,2.14,10,-130537,[None],,,[None],['C1=CC=CC1'],[None],503,1
1699,1212,http://kinetics.nist.gov/kinetics/Detail;jsessionid=75DC6C23B256568ACA5963D1C6A386D1?id=1963SMI/JON3496-3499:12,1,1.1,-3,,['NC=1C=C(C(=O)OC(C)C)C=CC1'],,,['NC=1C=C(C(=O)O)C=CC1'],CH3CH=CH2,,"610
 
K",1
1700,1213,http://kinetics.nist.gov/kinetics/Detail;jsessionid=96F8060A67CA43558E7DDA008516C014?id=1972CRA/TAK7406:3,1,5.37,12,-124717,(CH3)3CN=NCH2CH=CH2,,,[None],N2,,354,1
1701,1214,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B4F6FFC421FFF62B937D23A589E3945F?id=1972CRA/TAK7406:1,1,2.29,14,-148829,CH3N=NCH2CH=CH2,,,[None],N2,,384,1
1702,1214,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B4F6FFC421FFF62B937D23A589E3945F?id=1972CRA/TAK7406:2,1,3.24,14,-147998,CH3N=NCH2CH=CH2,,,[None],N2,,436,1
1703,1215,http://kinetics.nist.gov/kinetics/Detail;jsessionid=25BA5FB6391A5BACF38EE826F321EA58?id=1963SCH/KOO1123-1154:27,1,6.38,11,-174604,CH3C(O)OCH(CH3)CH(CH3)C2H5,,,[None],CH3C(O)OH,,650,1
1704,1216,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1CDB214A92985AB4CAFC073CD90A39E1?id=1963SCH/KOO1123-1154:26,1,1.32,13,-164627,['C(C)(=O)OC(C)(CCC)C'],,,[None],CH3C(O)OH,,560,1
1714,1223,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1D02E46B45B7423666EE456FB0127FB0?id=1995YU/MEB47-53:2,1,4.6,15,-71338,['C1(=CC=CC=C1)ON=O'],,,C6H5O(.),NO,,297,1
1715,1224,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A7FE8097D00F24CEB915C7E62F445290?id=2000VON/HOP1963-1979:8,1,1.8,12,-156900,['C(C)C1=CC1'],,,['CC1=CC1C'],,,471,1
1716,1224,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A7FE8097D00F24CEB915C7E62F445290?id=1997HOP/VON381-383:3,1,1.82,12,-157144,['C(C)C1=CC1'],,,['CC1=CC1C'],,,472,1
1717,1225,http://kinetics.nist.gov/kinetics/Detail;jsessionid=66C227D23E01BD5E24F4DF03D9BB0B9C?id=2000VON/HOP1963-1979:10,1,1.2,13,-162900,['C(C)C1=CC1'],,,(E)-CH2=CHCH=CHCH3,,,471,1
1718,1226,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FCBEE834715EE7FF8EF39B8468FD9EA6?id=2000VON/HOP1963-1979:11,1,1.8,13,-167100,['C(C)C1=CC1'],,,(Z)-CH2=CHCH=CHCH3,,,471,1
1719,1227,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3689377735A33DEBD6809C03C80D879E?id=2000VON/HOP1963-1979:12,1,5.1,12,-159500,['C(C)C1=CC1'],,,C2H5C≡CCH3,,,471,1
1720,1228,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2A1AC384D176565E79D549CF1000C125?id=2000VON/HOP1963-1979:9,1,9.1,13,-185800,['C(C)C1=CC1'],,,CH2=C=CHCH2CH3,,,471,1
1723,1230,http://kinetics.nist.gov/kinetics/Detail;jsessionid=420D4EE29101687675E69AA8751710D0?id=1997HOP/VON381-383:2,1,7.08,12,-158806,['C(C)C1=CC1'],,,CH3CH2C(CH3)=C:,,,472,1
1724,1231,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CA649B9E6FDEE8FB72403395BCFBA2C6?id=2000VON/HOP1963-1979:27,1,7.1,12,-158600,['C(C)C1=CC1'],,,C2H5C(CH3)C(:),,,471,1
1725,1232,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2DBA5B681A3EB8F29CA88E1704D63D57?id=2003TOK/LIN11397-11408:5,1,1.47,14,-222254,C6H5C(.)=CH2,,,[None],,,250,1
1726,1233,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8E09901BB28E8DF706FAA9FF715E9D01?id=2003TOK/LIN11397-11408:14,1,2.82,14,-178155,C6H5C(.)=CH2,,,['C1(=CC=CC=C1)C#C'],H(.),,250,1
1731,1238,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B5C8C278909FBF887467ED795A46B20B?id=1972TIN/KOO3:31,1,1.42,13,-198716,['C(C)(=O)O[C@H]1[C@@H](CCCC1)Cl'],,,CH3C(O)OH,['ClC1C=CCCC1'],,628,1
1732,1239,http://kinetics.nist.gov/kinetics/Detail;jsessionid=72DA5ED1620AA411FD3478A5F2BDA824?id=1972TIN/KOO3:30,1,5.82,12,-198716,['C(C)(=O)O[C@H]1[C@@H](CCCC1)Cl'],,,CH3C(O)OH,['ClC1=CCCCC1'],,628,1
1733,1240,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1C54108F1CA3AABB4A225B407C110362?id=1978AMI/TAY1095:12,1,5.01,12,-180424,[None],,,CH3C(O)OH,['ClC1=CC(=CC=C1)C=C'],,618,1
1734,1240,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1C54108F1CA3AABB4A225B407C110362?id=1962TAY/SMI4817-4824:20,1,1.04,12,-184581,[None],,,CH3C(O)OH,['ClC1=CC(=CC=C1)C=C'],,617,1
1735,1241,http://kinetics.nist.gov/kinetics/Detail;jsessionid=341B1ABADCB49E49F5C3E2554466F533?id=1985CAO/BAC2945:1,1,1.17,15,-164627,['C1(C(CC1)=O)=O'],,,[None],C2H4,,393,1
1737,1243,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AE2E88CC43C217D48FF8102ABCE6073C?id=2008STO/BON5885-5892:6,1,5,13,-213900,[None],,,['C[C@H](CCC=C)C=C(C)C'],,,760,1
1738,1244,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4370A7F6BF3A0E74F68611AEEB53C757?id=2008STO/BON5885-5892:4,1,5,13,-213400,[None],,,['CC(C=C)CCC=C(C)C'],,,735,1
1739,1245,http://kinetics.nist.gov/kinetics/Detail;jsessionid=046FD0AE1575CEE5E2A733DC0B646A71?id=2008STO/BON5885-5892:8,1,7.9,11,-201000,[None],,,['CC1=CC[C@@H](CC1)C(C)C'],,,723,1
1742,1248,http://kinetics.nist.gov/kinetics/Detail;jsessionid=346B3E4B6E7E275C515BDCB0BCF9C10E?id=2004KAL/LEW11554-11558:1,1,1.6,-1,,CD3C(CH3)2OH,,,H2O,(CD3)(CH3)C=CH2,,709,1
1743,1248,http://kinetics.nist.gov/kinetics/Detail;jsessionid=346B3E4B6E7E275C515BDCB0BCF9C10E?id=2004KAL/LEW11554-11558:2,1,2.4,-1,,CD3C(CH3)2OH,,,H2O,(CD3)(CH3)C=CH2,,1086,1
1744,1249,http://kinetics.nist.gov/kinetics/Detail;jsessionid=89EE63FD91BC92B0D7809BD866B7F714?id=1996CHU/ROT787-794:5,1,1.12,12,-195390,(CH3)2CHOCH2COOH,,,HOCH2COOH,CH3CH=CH2,,350,1
1745,1250,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0971C0FF998309A91A030934A739C0E3?id=1996CHU/ROT787-794:4,1,1.73,12,-192896,(CH3)2CHOCH2COOH,,,CH2O,2-C3H7OH,CO,350,1
1747,1252,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6979BF52039096ADC0EC7B0E4ED6EDBC?id=1971TAY1450-1454:10,1,3.98,12,-177930,['C(C)(=O)OC(C1=CC=C(C=C1)CC1=CC=CC=C1)C'],,,CH3C(O)OH,['C(=C)C1=CC=C(C=C1)CC1=CC=CC=C1'],,625,1
1749,1254,http://kinetics.nist.gov/kinetics/Detail;jsessionid=494C39010F151553724D603FFEB30E8D?id=1979DUD/GLA776:5,1,1.26,13,-241951,['C1C=CC2=CCC=C12'],,,['C=CC1=CC=CC=C1'],,,1200,1
1750,1255,http://kinetics.nist.gov/kinetics/Detail;jsessionid=694BC71EF58DD3D69E6FD061E57F7B5B?id=1971TAY1450-1454:9,1,3.98,12,-177930,['C(C)(=O)OC(C1=C(C=CC=C1)CC1=CC=CC=C1)C'],,,[None],CH3C(O)OH,,612,1
1751,1256,http://kinetics.nist.gov/kinetics/Detail;jsessionid=ABF3047BDE9605FFD469D95A7B4CF7AB?id=1971TAY1450-1454:8,1,3.98,12,-178761,['C(C)(=O)OC(C1=CC=C(C=C1)SC)C'],,,CH3C(O)OH,['C(=C)C1=CC=C(C=C1)SC'],,616,1
1752,1257,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E88142E3EE759371C998CB92A7EE3C87?id=1971TAY1450-1454:7,1,4.47,12,-181255,['C(C)(=O)OC(C1=C(C=CC=C1)SC)C'],,,CH3C(O)OH,['C(=C)C1=C(C=CC=C1)SC'],,616,1
1753,1258,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FA857819F902B8A76FCE1705560A7CEF?id=1971TAY1450-1454:6,1,7.94,12,-177930,['C(C)(=O)OC(C1=CC=C(C=C1)SC1=CC=CC=C1)C'],,,[None],CH3C(O)OH,,625,1
1754,1259,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1DDABCBAEBBB5A602027482F3D0CDD4C?id=1971TAY1450-1454:5,1,6.31,12,-183750,['C(C)(=O)OC(C1=CC(=CC=C1)SC1=CC=CC=C1)C'],,,[None],CH3C(O)OH,,616,1
1755,1260,http://kinetics.nist.gov/kinetics/Detail;jsessionid=84FE26009412D22243E70F864AD87D23?id=1971TAY1450-1454:4,1,6.31,12,-182918,['C(C)(=O)OC(C1=C(C=CC=C1)SC1=CC=CC=C1)C'],,,CH3C(O)OH,['C(=C)C1=C(C=CC=C1)SC1=CC=CC=C1'],,616,1
1756,1261,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B27A17CB09125E093DC58510CDABD9A6?id=1971TAY1450-1454:3,1,3.16,12,-175435,['C(C)(=O)OC(C1=CC=C(C=C1)OC1=CC=CC=C1)C'],,,CH3C(O)OH,['C(=C)C1=CC=C(C=C1)OC1=CC=CC=C1'],,616,1
1757,1262,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FB69C69A331B61B5ECCF5565DB1B2C5C?id=1971TAY1450-1454:2,1,3.16,12,-177930,['C(C)(=O)OC(C1=C(C=CC=C1)OC1=CC=CC=C1)C'],,,[None],CH3C(O)OH,,615,1
1758,1263,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49DF0171EE82C8F9B8E003E643C19A55?id=2001ENS/LAF465-471:1,1,1.02,13,-202300,['C(C)OC(CN(C)C)=O'],,,C2H4,(CH3)3N,CO2,634,1
1760,1265,http://kinetics.nist.gov/kinetics/Detail;jsessionid=593D2774D2C5CF333FC74BA32CD67B94?id=1978AMI/TAY1095:11,1,7.94,12,-162964,['COC1=CC=C(C=C1)CC(=O)OC(C)(C)C'],,,['COC1=CC=C(C=C1)CC(=O)O'],['C=C(C)C'],,543,1
