RecordID,RID,Squib,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Temperature,Reaction Order
5652,3042,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9B6348D567EA6FFD89164B86EFDC8A68?id=1971CLY/WAT344-346:1,2,1.1,-11,,OF,OF,,O2,(.)F,(.)F,"298
 
K",2
5653,3042,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9B6348D567EA6FFD89164B86EFDC8A68?id=1969LIN/BAU7737:3,2,2.09,-12,,OF,OF,,O2,(.)F,(.)F,1000,2
5654,3043,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F96172CB7D27E88672DB0ABAB641D0CD?id=1994COL/GRE134-138:4,2,4.6,-15,,OF,OF,,F2,O2,,"298
 
K",2
5655,3043,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F96172CB7D27E88672DB0ABAB641D0CD?id=1993BED/MAR601-606:1,2,3.01,-14,,OF,OF,,F2,O2,,300,2
5673,3052,http://kinetics.nist.gov/kinetics/Detail;jsessionid=635E1C3A98D9D059ED4F690F904EB8EA?id=1996HEL/MOO17846-17854:5,2,1.3,-12,,NO3,CD3O2(.),,CD3O,O2,NO2,"298
 
K",2
5685,3060,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1940822E6F5DC99EE974CDD9693913E9?id=2003DOU/PIC283-293:1,2,3.2,-12,,NO3,CH3C(O)OO(.),,O2,NO2,CH3C(O)O(.),"298
 
K",2
5686,3060,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1940822E6F5DC99EE974CDD9693913E9?id=1996CAN/KIN2211-2222:1,2,4,-12,,NO3,CH3C(O)OO(.),,O2,NO2,CH3C(O)O(.),403,2
5727,3079,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C852E85EA20D6C5C9B99D40EB6245E89?id=2003DOU/PIC283-293:2,2,5.2,-16,,NO3,HOCH,,HCO,HNO3,,"298
 
K",2
5740,3086,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F3ABDDEBB124B4779DE827A0009246CD?id=2004ATK/BAU1461-1738:77,2,1.7,-11,,NO3,O(.),,O2,NO2,,"298
 
K",2
5741,3086,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F3ABDDEBB124B4779DE827A0009246CD?id=2001ATK/BAU1-56:24,2,1.7,-11,,NO3,O(.),,O2,NO2,,"298
 
K",2
5742,3086,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F3ABDDEBB124B4779DE827A0009246CD?id=1997DEM/SAN1-266:584,2,1,-11,,NO3,O(.),,O2,NO2,,200,2
5743,3086,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F3ABDDEBB124B4779DE827A0009246CD?id=1997ATK/BAU1329-1499:152,2,1.69,-11,,NO3,O(.),,O2,NO2,,"298
 
K",2
5744,3086,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F3ABDDEBB124B4779DE827A0009246CD?id=1994DEM/SAN:561,2,1,-11,,NO3,O(.),,O2,NO2,,200,2
5745,3086,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F3ABDDEBB124B4779DE827A0009246CD?id=1992ATK/BAU1125-1568:402,2,1.69,-11,,NO3,O(.),,O2,NO2,,"298
 
K",2
5746,3086,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F3ABDDEBB124B4779DE827A0009246CD?id=1989ATK/BAU881-1097:324,2,1,-11,,NO3,O(.),,O2,NO2,,"298
 
K",2
5747,3086,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F3ABDDEBB124B4779DE827A0009246CD?id=1989CAN/CAR697-707:1,2,1.69,-11,,NO3,O(.),,O2,NO2,,"298
 
K",2
5748,3086,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F3ABDDEBB124B4779DE827A0009246CD?id=1978GRA/JOH254:5,2,1,-11,,NO3,O(.),,O2,NO2,,298,2
5792,3103,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC12F2E5BEECC92F3797BA30F9FE51F2?id=1988RAH/BEC91:7,2,3.01,-11,,NO3,(.)F,,NO2,OF,,"298
 
K",2
5794,3105,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BF713595000D3DF05494D0E73153104A?id=1992CHA/HEA3321-3331:2,2,4.5,-10,,NO3,I,,NO2,IO,,"298
 
K",2
5807,3112,http://kinetics.nist.gov/kinetics/Detail;jsessionid=07BD8137C96AF3CA2CB810FD5E2DE69F?id=1992BEC/RAH776-783:4,2,9.4,-11,,NO3,H(.),,(.)OH,NO2,,"298
 
K",2
5808,3112,http://kinetics.nist.gov/kinetics/Detail;jsessionid=07BD8137C96AF3CA2CB810FD5E2DE69F?id=1988BOO/CAN931-948:2,2,1.1,-10,,NO3,H(.),,(.)OH,NO2,,"298
 
K",2
5809,3112,http://kinetics.nist.gov/kinetics/Detail;jsessionid=07BD8137C96AF3CA2CB810FD5E2DE69F?id=1993HE/LIU845-863:10,2,1.1,-10,,NO3,H(.),,(.)OH,NO2,,623,2
5810,3113,http://kinetics.nist.gov/kinetics/Detail;jsessionid=96D27650E72BA6C92915B3EF799ED7FB?id=1988RAH/BEC91:6,2,1,-12,,NO3,OF,,NO2,O2F,,"298
 
K",2
5811,3114,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E40CBE23E720DE694ACC415C3B5B5C98?id=1997DEM/SAN1-266:581,2,8.5,-13,-20370,NO3,NO3,,O2,NO2,NO2,200,2
5812,3114,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E40CBE23E720DE694ACC415C3B5B5C98?id=1994DEM/SAN:558,2,8.5,-13,-20370,NO3,NO3,,O2,NO2,NO2,200,2
5813,3114,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E40CBE23E720DE694ACC415C3B5B5C98?id=1986JOH/CAN5159:2,2,8.5,-13,-20370,NO3,NO3,,O2,NO2,NO2,298,2
5814,3114,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E40CBE23E720DE694ACC415C3B5B5C98?id=1993BIG/CAN805-817:1,2,2.31,-16,,NO3,NO3,,O2,NO2,NO2,"298
 
K",2
5815,3114,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E40CBE23E720DE694ACC415C3B5B5C98?id=1978GRA/JOH254:4,2,8.5,-13,-20370,NO3,NO3,,O2,NO2,NO2,298,2
5816,3114,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E40CBE23E720DE694ACC415C3B5B5C98?id=1975GRA236:4,2,8.5,-13,-20370,NO3,NO3,,O2,NO2,NO2,298,2
5817,3114,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E40CBE23E720DE694ACC415C3B5B5C98?id=1958SCH/DAV1841:3,2,4.32,-12,-32177,NO3,NO3,,O2,NO2,NO2,550,2
5818,3115,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CDE9C3AD3566761A8BC7DA29C5FAED09?id=1986JOH/CAN5159:1,1,2.5,6,-50718,NO3,,,O2,NO,,298,1
5819,3115,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CDE9C3AD3566761A8BC7DA29C5FAED09?id=1978GRA/JOH254:3,2,2.51,-14,-10227,NO3,,,O2,NO,,298,2
5820,3115,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CDE9C3AD3566761A8BC7DA29C5FAED09?id=1962ASH/BUR253:5,2,1.94,-13,-13386,NO3,,,O2,NO,,473,2
5821,3115,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CDE9C3AD3566761A8BC7DA29C5FAED09?id=1992HJO/NOT51-65:5,1,1.6,-3,,NO3,,,O2,NO,,"298
 
K",1
5827,3119,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CE28AFB86D0028DCF292DE8F0835D099?id=1991GRE/GRE643-651:1,1,3.1,8,-81316,[None],,,BH3,[None],,333,1
5828,3119,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CE28AFB86D0028DCF292DE8F0835D099?id=1988GRE/GRE925:1,1,3.8,7,-74997,[None],,,BH3,[None],,398,1
5830,3121,http://kinetics.nist.gov/kinetics/Detail;jsessionid=86CB120F97E84F78D4EC526561C07E80?id=1965HUT/WRI78-89:3,2,2.82,-10,,[None],[None],,[None],[None],,"298
 
K",2
5831,3121,http://kinetics.nist.gov/kinetics/Detail;jsessionid=86CB120F97E84F78D4EC526561C07E80?id=1964HUT835-836:3,2,2.82,-10,,[None],[None],,[None],[None],,"298
 
K",2
5832,3122,http://kinetics.nist.gov/kinetics/Detail;jsessionid=18AC199C3AF3961C0EECAF02662561FF?id=1964HUT835-836:2,2,1.26,-18,,[None],,,[None],[None],,"298
 
K",2
5833,3122,http://kinetics.nist.gov/kinetics/Detail;jsessionid=18AC199C3AF3961C0EECAF02662561FF?id=1965HUT/WRI78-89:2,1,7.6,5,,[None],,,[None],[None],,"298
 
K",1
5837,3126,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F4CB2F3B1F4AA070A5F12BD859DD4AF8?id=1994LIN/KUO2098-2105:4,1,1.7,6,-29101,[None],,,[None],H2O,,345,1
5838,3127,http://kinetics.nist.gov/kinetics/Detail;jsessionid=722DED9D29EA94D91F6A19192568B17F?id=1996LAY/BOZ6543-6554:6,1,8.28,14,-102268,[None],,,['C1(=CC=CC=C1)O'],H(.),,200,1
5839,3127,http://kinetics.nist.gov/kinetics/Detail;jsessionid=722DED9D29EA94D91F6A19192568B17F?id=2004CHE/BOZ4632-4652:3,1,6.75,11,-86776,[None],,,['C1(=CC=CC=C1)O'],H(.),,300,1
5840,3128,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D0B5520D53EEABBA2747C8959A03AFC1?id=1994LIN/KUO2098-2105:3,1,3,12,-68511,[None],,,['C1=CC=CC=C1'],(.)OH,,345,1
5841,3128,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D0B5520D53EEABBA2747C8959A03AFC1?id=1990KNI/KOC1375-1379:11,1,8.99,12,-71255,[None],,,['C1=CC=CC=C1'],(.)OH,,298,1
5842,3128,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D0B5520D53EEABBA2747C8959A03AFC1?id=1983LOR/ZEL629:4,2,6.64,-11,-78987,[None],,,['C1=CC=CC=C1'],(.)OH,,330,2
5843,3128,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D0B5520D53EEABBA2747C8959A03AFC1?id=2004CHE/BOZ4632-4652:2,1,4.16,11,1637,[None],,,['C1=CC=CC=C1'],(.)OH,,230,1
5847,3131,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E99BCDEBC2056948C8F0D56389106E97?id=1997MAR/ASC49-54:4,1,2.09,10,-138852,CH2CH=CH2-N[(CH3)3C]-CH2CH=CH2,,,[None],CH3CH=CH2,,654,1
5850,3133,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9FD75E533346689EB5C6EE51B3AC1EF4?id=2001BAC/MAC2467-2473:3,1,2.88,13,-278445,CH2=C=CHCH=CH2,,,C2H2,HC≡CCH3,,1476,1
5852,3135,http://kinetics.nist.gov/kinetics/Detail;jsessionid=99BBF77695A7C25F775ED572D7C94F21?id=1986PLU/RYA247:4,2,2.01,-11,,SF5,O(.),,SOF4,(.)F,,"295
 
K",2
5854,3137,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8FB1F31CEF44391930ACDA92E31F1AD9?id=1992TSA/HER4272-4282:2,2,1,-11,,SF5,(.)F,,SF6,,,1700,2
5855,3137,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8FB1F31CEF44391930ACDA92E31F1AD9?id=1987HER129:6,2,1.66,-11,,SF5,(.)F,,SF6,,,200,2
5856,3137,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8FB1F31CEF44391930ACDA92E31F1AD9?id=1988RYA/PLU281:3,2,9,-12,,SF5,(.)F,,SF6,,,"295
 
K",2
5858,3139,http://kinetics.nist.gov/kinetics/Detail;jsessionid=330F07222B01E55F48B76BB459477906?id=1987HER129:5,2,1.66,-11,-7109,SF5,SF5,,S2F10,,,200,2
5859,3140,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7B351B79622D8244B3219B134B019105?id=1969BEN/BOT451:2,2,5.25,-13,-66516,SF5,SF5,,SF6,SF4,,434,2
5865,3145,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FE49A5974ED3A426F8E1CBCE1ABEC95A?id=1997ATK/BAU1329-1499:151,2,1.91,-7,-40575,N2O3,,,NO,NO2,,225,2
5866,3145,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FE49A5974ED3A426F8E1CBCE1ABEC95A?id=2004ATK/BAU1461-1738:131,1,3.6,8,,N2O3,,,NO,NO2,,"298
 
K",1
5867,3145,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FE49A5974ED3A426F8E1CBCE1ABEC95A?id=2004ATK/BAU1461-1738:132,1,4.69,15,-40575,N2O3,,,NO,NO2,,200,1
5868,3145,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FE49A5974ED3A426F8E1CBCE1ABEC95A?id=1997ATK/BAU1329-1499:150,1,4.7,15,-40575,N2O3,,,NO,NO2,,225,1
5870,3147,http://kinetics.nist.gov/kinetics/Detail;jsessionid=93FEA7FCA9B74A5F9C1C4E5473EE46D6?id=2007PIM/LIM2913-2920:1,1,1.2,-2,,N2O4,,,ONONO2,,,"373
 
K",1
5871,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1997ATK/BAU1329-1499:149,2,1.3,-5,-53213,N2O4,,,NO2,NO2,,300,2
5872,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1973SCH25-84:29,2,3.3,-7,-46062,N2O4,,,NO2,NO2,,250,2
5873,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=2004ATK/BAU1461-1738:143,1,4.4,6,,N2O4,,,NO2,NO2,,"298
 
K",1
5874,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=2004ATK/BAU1461-1738:144,1,1.15,16,-53711,N2O4,,,NO2,NO2,,250,1
5875,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1997ATK/BAU1329-1499:148,1,1.15,16,-53711,N2O4,,,NO2,NO2,,250,1
5876,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1992MAR/GOZ5472-5479:4,2,2.89,-6,-56455,N2O4,,,NO2,NO2,,255,2
5877,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1990VAN/HER233:1,2,4.32,-15,,N2O4,,,NO2,NO2,,"298
 
K",2
5878,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1990FIE/HES8693-8702:1,2,6.09,-15,,N2O4,,,NO2,NO2,,"298
 
K",2
5879,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1988BOR/COB4377-4384:4,2,1.29,-5,-53711,N2O4,,,NO2,NO2,,300,2
5880,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1970ZIM515:4,2,4.82,-7,-46062,N2O4,,,NO2,NO2,,280,2
5881,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1970ZIM515:3,2,3.65,-7,-46062,N2O4,,,NO2,NO2,,280,2
5882,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1962CHE2564:1,2,1.69,-10,-24860,N2O4,,,NO2,NO2,,298,2
5883,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1953CAR/DAV418:2,2,3.32,-7,-46062,N2O4,,,NO2,NO2,,253,2
5884,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=2004CHR/OKU80-91:4,1,3.6,1,,N2O4,,,NO2,NO2,,"231
 
K",1
5885,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1992MAR/GOZ5472-5479:3,1,4.61,16,-56455,N2O4,,,NO2,NO2,,255,1
5886,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1988BOR/COB4377-4384:3,1,7.69,15,-53711,N2O4,,,NO2,NO2,,300,1
5887,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1970BLE757:1,1,2.3,5,,N2O4,,,NO2,NO2,,"293
 
K",1
5888,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1960SES1:1,1,1.22,12,-38413,N2O4,,,NO2,NO2,,293,1
5889,3148,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28358A9D5FEFE5C00E114474E4122E62?id=1953CAR/DAV418:1,1,1,16,-54377,N2O4,,,NO2,NO2,,253,1
5898,3155,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C5B29B19B7AEF13454828710712AEF6E?id=1973PER/GOL55:2,1,6.31,15,-152155,(CH3)2C(C2H5)OOC(CH3)2C2H5,,,C2H5C(CH3)2O(.),C2H5C(CH3)2O(.),,500,1
5907,3164,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6DE8E7D77B2D0E377879E8080021D13?id=1995ALA/ELN517-523:5,1,5.01,11,-141346,['O=C(C(C(=O)OCC)=NNC1=CC=CC=C1)C'],,,H2C=C=O,['C1(=CC=CC=C1)NN=CC(=O)OCC'],,503,1
5909,3166,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B2CF2F9F9118718FE281FE2C194CD868?id=1997SEA/ROB9974-9987:3,2,1.91,-10,,(.)CHD2,D,,CD3,H(.),,"298
 
K",2
5910,3167,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2EE518C523E97C31C926F09A248FE27F?id=1997SEA/ROB9974-9987:2,2,2.09,-10,,CH2D,D,,(.)CHD2,H(.),,"298
 
K",2
5911,3168,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6359719BD2115C2746200EBBE01F9787?id=1995HUM/OSE577-595:12,2,6.59,-12,,CH2D,OD,,CHDO,HD,,"700
 
K",2
5912,3168,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6359719BD2115C2746200EBBE01F9787?id=1994HUM/OSE721-731:12,2,6.59,-12,,CH2D,OD,,CHDO,HD,,"700
 
K",2
5913,3169,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F78F088BBEE8D57DC199464F1426D9F2?id=1995HUM/OSE577-595:11,2,4.4,-12,,CH2D,OD,,H2,CD2O,,"700
 
K",2
5914,3169,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F78F088BBEE8D57DC199464F1426D9F2?id=1994HUM/OSE721-731:11,2,4.4,-12,,CH2D,OD,,H2,CD2O,,"700
 
K",2
5915,3170,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A155765F1EB242210F69E9572D6FDA99?id=1989STE/SMI923-945:8,3,4,-34,-9146,CH2D,H(.),,(.)CH3,D,,300,3
5916,3170,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A155765F1EB242210F69E9572D6FDA99?id=1989STE/SMI923-945:7,2,2.52,-16,-1721,CH2D,H(.),,(.)CH3,D,,300,2
5917,3171,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6B5679CAA70B412CA1F8745EB05E265D?id=1972TIN/KOO3:20,1,3.98,11,-162132,['C(C)(=O)OC1CC=CCC1'],,,CH3C(O)OH,['C1=CCC=CC1'],,578,1
5918,3172,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0AF37E883E3EC5525530E19CD380AEE1?id=1991STE/WAL85-90:2,1,5.01,11,-148829,['C=CC=CC#C'],,,['C=C1C=CC1=C'],,,523,1
5920,3174,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1D80440F55CA03AEF8F7EAE6B00D1548?id=1983HER/CHU205:5,1,2.14,12,-179593,CH3C(O)OCH(CH3)CH2CH2C6H5,,,[None],CH3C(O)OH,,583,1
5921,3175,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8E18DA45676C79FFA294C90CFEAA569D?id=1972TIN/KOO3:19,1,3.16,12,-179593,['C(C)(=O)O[C@@H]1CC[C@@H](CC1)C(C)(C)C'],,,CH3C(O)OH,['CC(C)(C)C1CC=CCC1'],,618,1
5922,3176,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4A45DBA14061BB119C2DE3A767021901?id=1967ROS/MCC450-452:5,1,1.02,18,-158806,(CH3)3CB[(CH3)2CHCH2]2,,,[(CH3)2CHCH2]3B,,,393,1
5923,3177,http://kinetics.nist.gov/kinetics/Detail;jsessionid=44588E39307CA79E626161895B569DEB?id=1995DUA/PAG5114-5119:4,2,4.17,-1,374,CH2=C(OH)2,,,CH3C(O)OH,,,990,2
5932,3185,http://kinetics.nist.gov/kinetics/Detail;jsessionid=16E94F0732C8FFDFC9BF8AAE0239F7F1?id=1982ALB/BIG15:2,1,1.03,11,-154649,CH2=CHC(CH3)2COOH,,,CO2,(CH3)2CHCH=CH2,,550,1
5933,3185,http://kinetics.nist.gov/kinetics/Detail;jsessionid=16E94F0732C8FFDFC9BF8AAE0239F7F1?id=1967BIG/MAY557-559:3,1,2.65,10,-148829,CH2=CHC(CH3)2COOH,,,CO2,(CH3)2CHCH=CH2,,500,1
5934,3186,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E8663F356FD009928413B5A638814120?id=1977BIG/WEA745:5,1,1.37,11,-153818,CH2=CHC(CH3)2COOH,,,CO2,(CH3)2C=CHCH3,,456,1
5935,3187,http://kinetics.nist.gov/kinetics/Detail;jsessionid=66DCF08BA2EB40FAFB872B2F2FD0B2AD?id=1963SMI/JON403-405:19,1,2.41,-3,,['COC=1C=C(C(=O)OCC)C=CC1'],,,C2H4,['COC=1C=C(C(=O)O)C=CC1'],,"687
 
K",1
5937,3188,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D31FF1B36675664EA12F1A91AE73B5FF?id=1963SCH/KOO1123-1154:23,1,7.4,13,-172110,CH3C(O)OC(CH3)(C2H5)2,,,[None],CH3C(O)OH,,560,1
5938,3189,http://kinetics.nist.gov/kinetics/Detail;jsessionid=26EDDE20FAC93DFA4AC3DB8A5E302FCC?id=2005HAR/GEO4646-4656:9,2,1.42,-10,,[None],H(.),,['C1=CC=CC2=CC=CC=C12'],,,200,2
5939,3190,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E612D0346E85502739B13295FBA6E360?id=2009PAR/NGU12199-12206:6,2,2.16,7,-184849,[None],,,[None],,,303,2
5940,3191,http://kinetics.nist.gov/kinetics/Detail;jsessionid=20411AA55FCE2BA868CBEE47E80FC6D0?id=1976CHU/MAR195:1,1,2.88,13,-180424,CH3C(O)OC(CH3)2C(O)CH3,,,CH3C(O)OH,CH2=C(CH3)C(=O)CH3,,543,1
5941,3192,http://kinetics.nist.gov/kinetics/Detail;jsessionid=81077FEDE71B190A385CD39D3180255F?id=1975CLE/FRE2485:1,1,1.98,15,-250266,['C(C)C1(COC1)CC'],,,CH2O,(C2H5)2C=CH2,,675,1
5943,3194,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6C8E1D90FEE5193E1DA50E363051982F?id=1982MAR/ROP213:3,1,1.7,11,-159638,CH3SCH2CH=CH2,,,CH3CH=CH2,CH2S,,649,1
5944,3194,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6C8E1D90FEE5193E1DA50E363051982F?id=2011HAH/RAG14143-14152:4,1,2.16,12,-155226,CH3SCH2CH=CH2,,,CH3CH=CH2,CH2S,,649,1
5945,3195,http://kinetics.nist.gov/kinetics/Detail;jsessionid=517C2BF9042A0F888A67DD56F685F817?id=1972TIN/KOO3:18,1,7.94,10,-153818,CH3C(O)OCH2CH2C(O)CH3,,,CH3C(O)OH,CH2=CHCOCH3,,587,1
5949,3199,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5069D5AB799B59476ADB3BC03C745897?id=1996MOG/SEH8882-8889:10,2,4.8,-12,,NO2,CF3CFOO(.)CF3,,(CF3)2CFOONO2,,,"296
 
K",2
5951,3201,http://kinetics.nist.gov/kinetics/Detail;jsessionid=68296FB988209A930D28DC68E218070C?id=1994NIE/GAM9518-9525:2,2,5.8,-12,,NO2,CF3CH2OO(.),,CF3CH2OONO2,,,"296
 
K",2
5952,3202,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DF0875178846A73A2F048A6EE390B997?id=1994WAL/SEH563-569:2,2,6.59,-12,,NO2,CF3C(O)OO(.),,CF3C(O)O2NO2,,,"295
 
K",2
5953,3203,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4D9B07C70CF4AE0DC5BFF95DB0C28B86?id=1994MOG/NIE375-380:1,2,5,-12,,NO2,CF3CFHO2(.),,CF3CFHOONO2,,,"296
 
K",2
5963,3209,http://kinetics.nist.gov/kinetics/Detail;jsessionid=385CA1B6897346AAFF35F8136BFA807C?id=1998PLA/CHR4829-4838:2,2,1.1,-12,,NO2,[None],,['O1C(OCOC1)OO[N+](=O)[O-]'],,,"296
 
K",2
5964,3210,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF73CB5CD8DFB3BA73C01E8DFB9401C4?id=1997PLA/SEH2855-2863:8,2,1.3,-11,,NO2,[None],,['[N+](=O)([O-])OOC1OCCOC1'],,,"296
 
K",2
5965,3211,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C0C85402DE1FEEFF0FC5FDB25965F22A?id=1995WAL/SCH391-402:1,2,5.5,-12,,NO2,FC(O)OO,,FC(O)OONO2,,,"296
 
K",2
6001,3222,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6D8E90CE3C77C3412E785B2AB4F2040D?id=1994MAR/SZE12294-12309:7,2,7.51,-12,,NO2,FC(O)O(.),,CO2,NO2F,,232,2
6004,3224,http://kinetics.nist.gov/kinetics/Detail;jsessionid=76ACBD1DAB0738DD1257D11345E1B5EE?id=1998SEH/CHR475-489:2,2,6.39,-12,,NO2,CH3C(O)CH2OO(.),,[None],,,"295
 
K",2
6009,3228,http://kinetics.nist.gov/kinetics/Detail;jsessionid=50CE38E88282729CEA404FCFD4FD9C1A?id=1995LAN/LJU53-56:2,2,7.89,-12,,NO2,CH3OCH2OO(.),,CH3OCH2OONO2,,,"296
 
K",2
6034,3230,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A4A87DA1B0024EB375B16FEB36D270F9?id=1982GLE/HEI699:3,2,1,-16,,NO2,C2H5N(O)=CHCH3,,[None],NO,,"298
 
K",2
6035,3230,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A4A87DA1B0024EB375B16FEB36D270F9?id=1982GLE/HEI699:4,2,3,-1,,NO2,C2H5N(O)=CHCH3,,[None],NO,,"298
 
K",2
6057,3232,http://kinetics.nist.gov/kinetics/Detail;jsessionid=456F56BAFA91293F371B15F80E20B984?id=1994LAN/LJU165-170:4,2,6.71,-12,,NO2,HOC(CH3)2CH2OO(.),,HOC(CH3)2CH2OONO2,,,"298
 
K",2
6058,3233,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9ED528DD01BCD187BEC8A414D07A47BA?id=1993HE/LIU845-863:9,2,1.66,-11,,NO2,HN=NO.,,NO3,HN=N,,623,2
