ID,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3
570,2.19,12,-153818,['CC(C)(C)OC(=O)C=1C=NC=CC1'],,,['N1=CC(=CC=C1)C(=O)O'],['C=C(C)C'],
606,3.63,13,-142177,['COC1C(C1=C)(C)C'],,,['COC1C(C1)=C(C)C'],,
607,1.86,13,-130537,['COC1C(C1=C)(C)C'],,,['COC=C1C(C1)(C)C'],,
608,4.57,14,-156312,['C(C)OC1C(C1)=C'],,,['C(C)OC=C1CC1'],,
618,1.26,15,-175435,['CC1(C2C=CC=CC1C2)C'],,,['CC1(C2CC=CC=CC12)C'],,
659,1.51,11,-157975,['[N+](=O)([O-])C=1C=C(C(=O)OC(C)(C)C)C=CC1'],,,['C=C(C)C'],['[N+](=O)([O-])C=1C=C(C(=O)O)C=CC1'],
660,2.43,10,-152986,['FC1=CC=C(C(=O)OC(C)(C)C)C=C1'],,,['C=C(C)C'],['FC1=CC=C(C(=O)O)C=C1'],
661,2.95,11,-166289,['COC=1C=C(C(=O)OC(C)(C)C)C=CC1'],,,['C=C(C)C'],['COC=1C=C(C(=O)O)C=CC1'],
682,3.89,14,-207862,['CC(C)(OC1=CC=C(C=C1)N)C'],,,['C=C(C)C'],['NC1=CC=C(C=C1)O'],
776,2.19,13,-242783,['C12C(CCC(C2O1)([2H])[2H])([2H])[2H]'],,,['C1(C=C(CCC1([2H])[2H])[2H])O[2H]'],,
777,7.24,14,-256917,['C12C(CCC(C2O1)([2H])[2H])([2H])[2H]'],,,['C1(C(CCC(C1)([2H])[2H])([2H])[2H])=O'],,
824,2.0,11,-174604,['CC(C)(C)NC(C1=CC(=CC=C1)OC)=O'],,,['C=C(C)C'],['COC=1C=C(C(=O)N)C=CC1'],
826,7.76,13,-191233,['C(=C)C1(CC1)OC'],,,['COC1=CCCC1'],,
827,2.71,13,-187076,['C(=C)C1(CC1)OC'],,,['COC1=CCCC1'],,
832,4.79,13,-204536,['CC1C(CC1)=C'],,,['C(C)=C1CCC1'],,
863,6.31,11,-181255,['ClC1=CC=C(C(=O)NC(C)(C)C)C=C1'],,,['C=C(C)C'],['ClC1=CC=C(C(=O)N)C=C1'],
864,2.0,12,-190401,['CC(C)(C)NC(C1=CC(=CC=C1)C)=O'],,,['C=C(C)C'],['CC=1C=C(C(=O)N)C=CC1'],
875,3.0,11,-123886,['C(=C)C1=C(CC1)C=C'],,,['C12=CCCC=C2CC1'],,
876,1.6,13,-158806,['C12=CCCC=C2CC1'],,,['C(=C)C1=C(CC1)C=C'],,
886,8.7,12,-221752,['C1(=CC=CC=C1)OCCC1=CC=CC=C1'],,,['C=CC1=CC=CC=C1'],['C1(C=CC=CC1)=O'],
887,1.11,11,-205016,['C1(=CC=CC=C1)OCCC1=CC=CC=C1'],,,['C=CC1=CC=CC=C1'],['C1(C=CC=CC1)=O'],
888,8.3,14,-263592,['C1(=CC=CC=C1)OCCC1=CC=CC=C1'],,,['C=CC1=CC=CC=C1'],['C1(=CC=CC=C1)O'],
889,1.05,13,-246856,['C1(=CC=CC=C1)OCCC1=CC=CC=C1'],,,['C=CC1=CC=CC=C1'],['C1(=CC=CC=C1)O'],
907,5.01,13,-165458,['C=C1C2CC=CC2C1'],,,['C=C1C2C=CC(C1)C2'],,
950,1.78,15,-235300,['CO[C@H]1[C@H](C1)C'],,,['CO[C@H]1[C@@H](C1)C'],,
954,9.77,14,-233637,['CO[C@H]1[C@@H](C1)C'],,,['CO[C@H]1[C@H](C1)C'],,
963,1.21,12,-192064,['C(\\C=C\\C)N1C(=CC=C1C)C'],,,['CC=1NC(=CC1C(C=C)C)C'],,
964,5.87,13,-214513,['C(\\C=C\\C)N1C(=CC=C1C)C'],,,['C(\\C=C\\C)C1=C(NC(=C1)C)C'],,
969,5.5,12,-207030,['CC=1N(C(=CC1)C)C(C=C)C'],,,['CC=1NC(=CC1C(C=C)C)C'],,
970,8.95,11,-180424,['CC=1N(C(=CC1)C)C(C=C)C'],,,['C(\\C=C\\C)C1=C(NC(=C1)C)C'],,
972,1.89,12,-203705,['C(\\C=C/C)C1=CNC=C1'],,,['C(\\C=C/C)C=1NC=CC1'],,
973,2.75,11,-191233,['C(\\C=C\\C)C1=CNC=C1'],,,['C(\\C=C\\C)C=1NC=CC1'],,
974,2.55,9,-173772,['CC(C=C)C1=CNC=C1'],,,['C(\\C=C/C)C=1NC=CC1'],,
975,3.82,9,-166289,['CC(C=C)C1=CNC=C1'],,,['C(\\C=C\\C)C=1NC=CC1'],,
976,2.49,11,-192064,['CC(C=C)C1=CNC=C1'],,,['CC(C=C)C=1NC=CC1'],,
977,6.81,11,-201210,['C(\\C=C/C)C=1NC=CC1'],,,['C(\\C=C/C)C1=CNC=C1'],,
978,9.2,7,-147998,['C(\\C=C/C)C=1NC=CC1'],,,['CC(C=C)C=1NC=CC1'],,
979,3.0,10,-181255,['C(\\C=C\\C)C=1NC=CC1'],,,['C(\\C=C\\C)C1=CNC=C1'],,
980,4.83,8,-161301,['C(\\C=C\\C)C=1NC=CC1'],,,['CC(C=C)C1=CNC=C1'],,
981,1.18,8,-145503,['C(\\C=C\\C)C=1NC=CC1'],,,['CC(C=C)C=1NC=CC1'],,
982,7.36,8,-168784,['C(\\C=C\\C)C=1NC=CC1'],,,['CC(C=C)C=1NC=CC1'],,
983,7.23,8,-173772,['CC(C=C)C=1NC=CC1'],,,['C(\\C=C/C)C1=CNC=C1'],,
984,1.82,10,-178761,['CC(C=C)C=1NC=CC1'],,,['C(\\C=C\\C)C1=CNC=C1'],,
985,4.39,8,-157144,['CC(C=C)C=1NC=CC1'],,,['C(\\C=C\\C)C1=CNC=C1'],,
986,8.75,7,-143840,['CC(C=C)C=1NC=CC1'],,,['C(\\C=C/C)C=1NC=CC1'],,
987,2.45,8,-139683,['CC(C=C)C=1NC=CC1'],,,['C(\\C=C\\C)C=1NC=CC1'],,
988,7.41,9,-185413,['C(\\C=C/C)N1C=CC=C1'],,,['CC(C=C)C1=CNC=C1'],,
989,1.07,12,-207862,['C(\\C=C/C)N1C=CC=C1'],,,['C(\\C=C/C)C=1NC=CC1'],,
990,2.09,9,-168784,['C(\\C=C\\C)N1C=CC=C1'],,,['CC(C=C)C1=CNC=C1'],,
991,6.79,11,-202042,['C(\\C=C\\C)N1C=CC=C1'],,,['C(\\C=C\\C)C=1NC=CC1'],,
992,3.86,9,-176267,['CC(C=C)N1C=CC=C1'],,,['C(\\C=C/C)C1=CNC=C1'],,
993,1.8,9,-162132,['CC(C=C)N1C=CC=C1'],,,['C(\\C=C\\C)C1=CNC=C1'],,
994,5.09,10,-186244,['CC(C=C)N1C=CC=C1'],,,['CC(C=C)C=1NC=CC1'],,
1025,1.58,11,-172110,['ClC=1C=C(C(=O)NC(C)(C)C)C=CC1'],,,['C=C(C)C'],['ClC=1C=C(C(=O)N)C=CC1'],
1047,1.8,12,-156900,['C(C)C1=CC1'],,,['CC1=CC1C'],,
1048,1.82,12,-157144,['C(C)C1=CC1'],,,['CC1=CC1C'],,
1070,1.26,13,-241951,['C1C=CC2=CCC=C12'],,,['C=CC1=CC=CC=C1'],,
1080,7.94,12,-162964,['COC1=CC=C(C=C1)CC(=O)OC(C)(C)C'],,,['COC1=CC=C(C=C1)CC(=O)O'],['C=C(C)C'],
1082,5.37,12,-158806,['ClC1=CC=C(C=C1)CC(=O)OC(C)(C)C'],,,['C=C(C)C'],['ClC1=CC=C(C=C1)CC(=O)O'],
1128,5.01,12,-171278,['C123CCCCC1(CC2)CC3'],,,['C=C1CCC(CCCC1)=C'],,
1286,7.75,9,-228028,['CC(CC#C)=O'],,,['CC=1OC=CC1'],,
1303,3.98,11,-192064,['C1(=CC=CC=C1)\\C=C/C#N'],,,['C1(=CC=CC=C1)/C=C/C#N'],,
1307,2.04,16,-272715,['CC1(CC(C1)(C)C)C'],,,['C=C(C)C'],['C=C(C)C'],
1309,1.2,12,-439738,['C1(C=CC=CC1)=O'],,,['C1(C=CCC=C1)=O'],,
1310,2.07,42,-696218,['C1(C=CC=CC1)=O'],,,['C1(C=CCC=C1)=O'],,
1311,5.97,12,-212900,['C1(C=CC=CC1)=O'],,,['C1(=CC=CC=C1)O'],,
1312,1.04,12,-213802,['C1(C=CC=CC1)=O'],,,['C1(=CC=CC=C1)O'],,
1315,3.09,13,-161509,['C1(C=CC=CC1)=O'],,,['C12C=CCC2C1=O'],,
1457,4.68,14,-263569,['C[C@@H]1O[C@H]1C'],,,['C[C@@H]1O[C@@H]1C'],,
1493,2.57,13,-237960,['C=C1C=CC=CC1'],,,['CC1=CC=CC=C1'],,
1549,1.2,15,-241,['C(C)[C@H]1[C@H](C1)C'],,,['C(C)[C@H]1[C@@H](C1)C'],,
1564,9.1,11,-166289,['[N+](=O)([O-])C1=CC=C(C(=O)OC(C)(C)C)C=C1'],,,['[N+](=O)([O-])C1=CC=C(C(=O)O)C=C1'],['C=C(C)C'],
1574,7.94,12,-12887,['CC(C)(C)NC(C1=CC=C(C=C1)OC)=O'],,,['C=C(C)C'],['COC1=CC=C(C(=O)N)C=C1'],
1599,6.31,15,-226154,['C123CCCC1(CC2)C3'],,,['C=C1CC(CCC1)=C'],,
1629,3.16,16,-157144,['CC1C=C1'],,,['C#CCC'],,
1630,6.81,-1,2602,['CC=C1CC1'],,,['C(C)=C1CC1'],,
1631,7.83,13,-167952,['CC=C1CC1'],,,['C(C)=C1CC1'],,
1632,1.14,14,-170447,['C(C)=C1CC1'],,,['CC=C1CC1'],,
1645,2.51,13,-222828,['ClC[SiH](C1=CC=CC=C1)C'],,,['C1(=CC=CC=C1)[Si](Cl)(C)C'],,
1706,3.98,10,-151323,['CC(C)(C)NC(OC1=CC=CC=C1)=O'],,,['C=C(C)C'],['C1(=CC=CC=C1)OC(N)=O'],
1742,1.71,12,-173772,['CC12CCC2(C1)C'],,,['CC1=CC(CC1)C'],,
1743,1.66,17,-240288,['CC12CCC2(C1)C'],,,['CC(=C)CC(=C)C'],,
1745,1.29,14,-206199,['C(=C)C1(CC1)C'],,,['CC1=CCCC1'],,
1751,1.32,12,-152155,['CC(C)(C)OC(=O)C=1OC=CC1'],,,['O1C(=CC=C1)C(=O)O'],['C=C(C)C'],
1766,1.11,11,-1621,['CC=1C=C(C(=O)OC(C)(C)C)C=CC1'],,,['CC=1C=C(C(=O)O)C=CC1'],['C=C(C)C'],
1767,3.67,10,-153818,['ClC=1C=C(C(=O)OC(C)(C)C)C=CC1'],,,['C=C(C)C'],['ClC=1C=C(C(=O)O)C=CC1'],
1768,1.48,13,-164627,['CC(C)(C)OC(CC1=CC=CC=C1)=O'],,,['C1(=CC=CC=C1)CC(=O)O'],['C=C(C)C'],
1769,1.58,13,-164627,['CC(C)(C)OC(CC1=CC=CC=C1)=O'],,,['C1(=CC=CC=C1)CC(=O)O'],['C=C(C)C'],
1817,7.94,13,-154649,['CC1=CC(C1)(C)C'],,,['CC(=C)C=C(C)C'],,
1836,3.15,10,-97279,['C(=C)[C@H]1[C@H](CC1)C=C'],,,['C/1=C/CC\\C=C/CC1'],,
1860,6.31,12,-221996,['CC(C)(C)N1N=CC=C1'],,,['C=C(C)C'],['N1N=CC=C1'],
1921,1.12,13,-207862,['CC(C)(C)NC1=CC=C(C=C1)OC'],,,['COC1=CC=C(C=C1)N'],['C=C(C)C'],
1922,3.16,14,-210356,['CC(C)(OC1=CC=C(C=C1)OC)C'],,,['C=C(C)C'],['COC1=CC=C(C=C1)O'],
2091,3.25,12,-15899,['C12=CC=CCC1C2'],,,['C1=CC=CC=CC1'],,
2092,1.82,14,-200832,['C12=CC=CCC1C2'],,,['CC1=CC=CC=C1'],,
2327,1.82,11,-89796,['CC1=CC=C(C(=O)OC(C)(C)C)C=C1'],,,['CC1=CC=C(C(=O)O)C=C1'],['C=C(C)C'],
2678,5.01,11,-148829,['C=CC=CC#C'],,,['C=C1C=CC1=C'],,
