ID,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3
1407,7.39,-45,-3367,[None],,,https://cactus.nci.nih.gov/chemical/structure/CH2DCHCl%28.%29/smiles,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,
1408,2.6,-2,9312,[None],,,https://cactus.nci.nih.gov/chemical/structure/CH2DCHCl%28.%29/smiles,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,
1494,5.53,-11,-23197,https://cactus.nci.nih.gov/chemical/structure/BCl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/BCl/smiles,[None],
1500,1.26,13,-206199,https://cactus.nci.nih.gov/chemical/structure/SiHCl2SiH2Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH3Cl/smiles,[None],
1501,1.26,13,-212850,https://cactus.nci.nih.gov/chemical/structure/SiHCl2SiH2Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiHCl3/smiles,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,
1502,3.98,13,-196222,https://cactus.nci.nih.gov/chemical/structure/SiHCl2SiH2Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH2Cl2/smiles,https://cactus.nci.nih.gov/chemical/structure/SiHCl/smiles,
1504,6.31,13,-217839,https://cactus.nci.nih.gov/chemical/structure/H3Si-SiHCl2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH3Cl/smiles,https://cactus.nci.nih.gov/chemical/structure/SiHCl/smiles,
1505,2,13,-225322,https://cactus.nci.nih.gov/chemical/structure/H3Si-SiHCl2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH4/smiles,[None],
1506,1.26,14,-208693,https://cactus.nci.nih.gov/chemical/structure/H3Si-SiHCl2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH2Cl2/smiles,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,
1584,1.58,-11,-3941,https://cactus.nci.nih.gov/chemical/structure/C2D5Cl/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/DCl/smiles,
1585,7.21,-12,-3891,https://cactus.nci.nih.gov/chemical/structure/C2D5Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/CD3CD%28%28.%29%29Cl/smiles,https://cactus.nci.nih.gov/chemical/structure/DCl/smiles,
1586,1.48,-11,-4357,https://cactus.nci.nih.gov/chemical/structure/C2D5Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/CD3CD%28%28.%29%29Cl/smiles,https://cactus.nci.nih.gov/chemical/structure/DCl/smiles,
1587,4.36,-1,8813,https://cactus.nci.nih.gov/chemical/structure/C2D5Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/CD3CD%28%28.%29%29Cl/smiles,https://cactus.nci.nih.gov/chemical/structure/DCl/smiles,
1588,6.1,-2,-5720,https://cactus.nci.nih.gov/chemical/structure/C2D5Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/CD3CD%28%28.%29%29Cl/smiles,https://cactus.nci.nih.gov/chemical/structure/DCl/smiles,
1589,9.04,-1,8314,https://cactus.nci.nih.gov/chemical/structure/C2D5Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/CD3CD%28%28.%29%29Cl/smiles,https://cactus.nci.nih.gov/chemical/structure/DCl/smiles,
1590,8.84,-13,1816,https://cactus.nci.nih.gov/chemical/structure/C2D5Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/CD3CD%28%28.%29%29Cl/smiles,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,
1591,5.99,-12,-9645,https://cactus.nci.nih.gov/chemical/structure/C2D5Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/%28.%29CD2CD2Cl/smiles,https://cactus.nci.nih.gov/chemical/structure/DCl/smiles,
1592,9.8,-12,-9312,https://cactus.nci.nih.gov/chemical/structure/C2D5Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/%28.%29CD2CD2Cl/smiles,https://cactus.nci.nih.gov/chemical/structure/DCl/smiles,
1593,5.98,-1,3384,https://cactus.nci.nih.gov/chemical/structure/C2D5Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/%28.%29CD2CD2Cl/smiles,https://cactus.nci.nih.gov/chemical/structure/DCl/smiles,
1594,2.27,-13,856,https://cactus.nci.nih.gov/chemical/structure/C2D5Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/%28.%29CD2CD2Cl/smiles,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,
1595,4.69,-13,3351,https://cactus.nci.nih.gov/chemical/structure/C2D5Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/C2D4Cl/smiles,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,
1641,3.63,13,-143009,https://cactus.nci.nih.gov/chemical/structure/%28CH3%293SiGeH3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/%28CH3%293SiH/smiles,https://cactus.nci.nih.gov/chemical/structure/%3AGeH2/smiles,
1651,3.98,12,-186244,https://cactus.nci.nih.gov/chemical/structure/%28CH3%293SiSi%28CH3%292OCH3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/%28CH3%293SiOCH3/smiles,https://cactus.nci.nih.gov/chemical/structure/%28CH3%292Si/smiles,
1654,7.94,13,-154649,https://cactus.nci.nih.gov/chemical/structure/%28CH3%293SiCBr%28C6H5%292/smiles,,,https://cactus.nci.nih.gov/chemical/structure/%28CH3%292SiBrC%28CH3%29%28C6H5%292/smiles,,
1692,3.8,16,-232805,https://cactus.nci.nih.gov/chemical/structure/%28CH3%292CHCCl2CH3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,https://cactus.nci.nih.gov/chemical/structure/CH2%3DC%28Cl%29CH%28CH3%292/smiles,
1699,1.4,-10,-31678,https://cactus.nci.nih.gov/chemical/structure/Cl2O3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1700,2.5,12,-41073,https://cactus.nci.nih.gov/chemical/structure/Cl2O3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1701,2.51,-10,-47309,https://cactus.nci.nih.gov/chemical/structure/Cl2O3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1708,3.2,-11,1413,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
1709,3.2,-11,1413,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
1710,3.4,-11,1330,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
1711,3.4,-11,1330,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
1712,3.4,-11,1330,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
1713,3.4,-11,1330,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
1714,3.4,-11,1330,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
1737,5.89,11,-189570,https://cactus.nci.nih.gov/chemical/structure/CH3CHClSi%28C2H5%292Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,https://cactus.nci.nih.gov/chemical/structure/CH2%3DCHSi%28C2H5%292Cl/smiles,
1786,1.66,-11,-12555,https://cactus.nci.nih.gov/chemical/structure/CH2CH2Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/CH2%3DCHCl/smiles,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,
1815,1.51,13,-217008,https://cactus.nci.nih.gov/chemical/structure/H3SiSiH%28CH3%292/smiles,,,https://cactus.nci.nih.gov/chemical/structure/%28CH3%292Si/smiles,https://cactus.nci.nih.gov/chemical/structure/SiH4/smiles,
1816,3.16,15,-213682,https://cactus.nci.nih.gov/chemical/structure/H3SiSiH%28CH3%292/smiles,,,https://cactus.nci.nih.gov/chemical/structure/%28CH3%292SiH2/smiles,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,
1861,5.62,13,-231142,[None],,,[None],https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,
1875,5.25,-11,-3742,https://cactus.nci.nih.gov/chemical/structure/BrO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/BrO2/smiles,
1915,1.59,-13,-41016,https://cactus.nci.nih.gov/chemical/structure/ClCH2OH/smiles,,,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,https://cactus.nci.nih.gov/chemical/structure/CH2ClO/smiles,
1916,5.99,-12,-6005,https://cactus.nci.nih.gov/chemical/structure/ClCH2OH/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClCH%28%28.%29%29OH/smiles,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,
1917,2.63,13,-81149,https://cactus.nci.nih.gov/chemical/structure/SiH2%3DSiH2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/H3SiSiH/smiles,,
1918,5.01,13,-163795,https://cactus.nci.nih.gov/chemical/structure/SiH2%3DSiH2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/H3SiSiH/smiles,,
1919,1,15,-253591,https://cactus.nci.nih.gov/chemical/structure/SiH2%3DSiH2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,
1938,4.66,-32,-4448,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClClO/smiles,,
1939,4.52,-27,-40026,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClClO/smiles,,
1940,8.01,-11,-1280,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClClO/smiles,,
1941,2.69,-28,-31412,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl2O/smiles,,
1942,8.4,-32,-4166,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl2O/smiles,,
1943,6.78,-11,-782,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl2O/smiles,,
1957,1.34,-29,-20537,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl2O3/smiles,,
1958,1.1,-17,-3309,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl2O3/smiles,,
1959,6.95,-16,-649,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
1960,1,-22,-649,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
1961,9.6,-22,-13885,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/Cl2O/smiles,
1962,2.71,-31,-3309,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOClO2/smiles,,
1963,1.6,-12,3575,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1964,1.6,-12,3575,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1965,1.6,-12,3575,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1966,1.6,-12,3575,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1967,1.6,-12,3575,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1968,1.6,-12,3575,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1969,1.91,-12,3243,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1970,4.6,-12,2328,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1971,6.71,-13,5172,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1972,1.6,-12,3542,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1973,1.6,-12,3542,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1974,3.95,-1,989,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1975,4,-1,989,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
1976,2.9,-12,1829,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
1977,2.9,-12,1829,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
1978,2.91,-12,1829,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
1979,2.91,-12,1829,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
1980,2.91,-12,1829,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
1981,2.91,-12,1829,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
1982,2.09,-12,2145,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
1983,2.91,-12,1804,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
1984,2.91,-12,1804,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
1994,8.72,-32,-7699,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl%28ClO2%29/smiles,,
1995,8.72,-32,-7699,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl%28ClO2%29/smiles,,
1996,7.52,-11,-632,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl%28ClO2%29/smiles,,
1997,7.52,-11,-632,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl%28ClO2%29/smiles,,
1998,3.5,-13,-11391,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,[None],
1999,3.5,-13,-11391,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,[None],
2000,3.5,-13,-11391,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,[None],
2001,3.5,-13,-11391,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,[None],
2002,3.5,-13,-11391,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,[None],
2003,7.2,-15,-1871,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,[None],
2004,3.5,-13,-11391,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,[None],
2005,2.7,-1,-1788,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,[None],
2006,2.5,3,-25110,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,[None],
2007,6.44,-11,-24079,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,[None],
2008,6.44,-11,-24079,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,[None],
2009,1.22,-33,6926,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,
2010,5.06,-27,-477251,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,
2011,4.44,-32,-2794,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,
2012,4.44,-32,-2794,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,
2013,3.52,-11,-532,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,
2014,3.52,-11,-532,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,
2015,3,-11,-20370,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
2016,3,-11,-20370,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
2017,3.01,-11,-20370,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
2018,3.01,-11,-20370,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
2019,3.01,-11,-20370,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
2020,2.97,-11,-20370,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
2021,3.64,-12,-12056,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
2022,1.29,-12,-9562,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
2023,1.16,-12,-10476,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
2024,1.16,-12,-10476,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
2025,8.71,1,-11807,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
2026,1.09,-11,-18026,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
2027,1.09,-11,-18026,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,[None],
2070,1.58,14,-197884,https://cactus.nci.nih.gov/chemical/structure/Si2H5Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH3Cl/smiles,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,
2071,2.51,13,-204536,https://cactus.nci.nih.gov/chemical/structure/Si2H5Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH4/smiles,https://cactus.nci.nih.gov/chemical/structure/SiHCl/smiles,
2229,2.36,-13,-23863,https://cactus.nci.nih.gov/chemical/structure/ClO3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
2230,8.1,-13,-20096,https://cactus.nci.nih.gov/chemical/structure/ClO3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,https://cactus.nci.nih.gov/chemical/structure/OClO/smiles,
2231,8.77,-27,-13278,https://cactus.nci.nih.gov/chemical/structure/ClO3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOClO3/smiles,,
2232,3.17,-32,-83802,https://cactus.nci.nih.gov/chemical/structure/ClO3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOClO3/smiles,,
2233,2.44,-10,-682,https://cactus.nci.nih.gov/chemical/structure/ClO3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOClO3/smiles,,
2234,6.48,-9,-14351,https://cactus.nci.nih.gov/chemical/structure/ClO3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOClO3/smiles,,
2235,5.94,40,-371940,https://cactus.nci.nih.gov/chemical/structure/ClO3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClOClO3/smiles,,
2241,2.57,12,-193727,https://cactus.nci.nih.gov/chemical/structure/Si2F6/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiF4/smiles,https://cactus.nci.nih.gov/chemical/structure/SiF2/smiles,
2247,2.11,-33,-1329,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH2%3DSiH2/smiles,,
2248,4.72,-33,-1282,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH2%3DSiH2/smiles,,
2249,6.22,-33,-1532,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH2%3DSiH2/smiles,,
2313,8.07,-34,-725,https://cactus.nci.nih.gov/chemical/structure/SiH3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH2%3DSiH2/smiles,,
2314,1.81,-33,-674,https://cactus.nci.nih.gov/chemical/structure/SiH3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH2%3DSiH2/smiles,,
2315,2.38,-33,-923,https://cactus.nci.nih.gov/chemical/structure/SiH3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH2%3DSiH2/smiles,,
2341,2.19,-11,-13802,https://cactus.nci.nih.gov/chemical/structure/BeH/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,
2383,1.45,14,-210356,https://cactus.nci.nih.gov/chemical/structure/CH3SiH2SiH3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH4/smiles,https://cactus.nci.nih.gov/chemical/structure/%28CH3%29SiH/smiles,
2384,9.12,13,-207862,https://cactus.nci.nih.gov/chemical/structure/CH3SiH2SiH3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH4/smiles,https://cactus.nci.nih.gov/chemical/structure/%28CH3%29SiH/smiles,
2385,1.38,14,-208693,https://cactus.nci.nih.gov/chemical/structure/CH3SiH2SiH3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/SiH4/smiles,https://cactus.nci.nih.gov/chemical/structure/%28CH3%29SiH/smiles,
2386,3.98,15,-216176,https://cactus.nci.nih.gov/chemical/structure/CH3SiH2SiH3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/CH3SiH3/smiles,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,
2387,3.39,15,-215345,https://cactus.nci.nih.gov/chemical/structure/CH3SiH2SiH3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/CH3SiH3/smiles,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,
2388,3.8,15,-216176,https://cactus.nci.nih.gov/chemical/structure/CH3SiH2SiH3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/CH3SiH3/smiles,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,
2389,1.71,15,-212019,https://cactus.nci.nih.gov/chemical/structure/CH3SiH2SiH3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/CH3SiH3/smiles,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,
2390,6.76,-9,-242284,https://cactus.nci.nih.gov/chemical/structure/AlHCl2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,[None],
2391,1.63,12,-274511,https://cactus.nci.nih.gov/chemical/structure/AlHCl2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,[None],
2392,1.83,-10,-2257,https://cactus.nci.nih.gov/chemical/structure/SiH3Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,https://cactus.nci.nih.gov/chemical/structure/SiH2Cl/smiles,
2394,4.89,14,-315892,https://cactus.nci.nih.gov/chemical/structure/SiH3Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,https://cactus.nci.nih.gov/chemical/structure/SiH2/smiles,
2424,4.27,12,-192896,https://cactus.nci.nih.gov/chemical/structure/CH3CHCl%28CH2%292CHClCH3/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,
2425,1.62,13,-231974,https://cactus.nci.nih.gov/chemical/structure/%28Z%29-CHCl%3DCFCl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/%28E%29-CHCl%3DCFCl/smiles,,
2452,2.97,23,-270220,[None],,,https://cactus.nci.nih.gov/chemical/structure/SiO/smiles,[None],
2453,7.64,17,-230311,[None],,,https://cactus.nci.nih.gov/chemical/structure/SiO/smiles,https://cactus.nci.nih.gov/chemical/structure/SiO/smiles,
2601,1.18,-12,-9229,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/Cl2O/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
