ID,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3
2602,7.6,-11,540,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,
2603,8.06,-11,981,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/ClOO/smiles,
2604,3.7,-7,-63938,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
2605,1,-6,-66516,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
2606,1.35,-5,-72502,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
2607,3.11,-5,-72502,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
2608,7.9,15,-73334,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
2609,4.8,15,-73334,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
2610,1.8,15,-70257,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
2611,9.8,-7,-66349,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
2612,6.32,-5,-84467,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
2613,6.32,-5,-84467,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
2614,3.41,16,-83136,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
2615,3.41,16,-83136,https://cactus.nci.nih.gov/chemical/structure/Cl2O2/smiles,,,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,https://cactus.nci.nih.gov/chemical/structure/ClO/smiles,
2669,4.17,13,-319100,https://cactus.nci.nih.gov/chemical/structure/CH2%3DC%28CH3%29CH2CH2Cl/smiles,,,https://cactus.nci.nih.gov/chemical/structure/%28CH3%292C%3DCHCH2Cl/smiles,,
2683,1.86,15,-136357,https://cactus.nci.nih.gov/chemical/structure/C2H5CH%28CH3%29B%28n-C4H9%292/smiles,,,https://cactus.nci.nih.gov/chemical/structure/%28n-C4H9%293B/smiles,,
2684,1,-14,-10975,https://cactus.nci.nih.gov/chemical/structure/BCl3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/NCl/smiles,https://cactus.nci.nih.gov/chemical/structure/BCl2/smiles,
2685,1.69,-13,-10227,https://cactus.nci.nih.gov/chemical/structure/BCl3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,https://cactus.nci.nih.gov/chemical/structure/BCl2/smiles,
2686,1.18,-11,-88158,https://cactus.nci.nih.gov/chemical/structure/BCl3/smiles,,,https://cactus.nci.nih.gov/chemical/structure/HCl/smiles,https://cactus.nci.nih.gov/chemical/structure/BCl2/smiles,
2687,6.09,-12,-7533,https://cactus.nci.nih.gov/chemical/structure/BBr3/smiles,,,[None],https://cactus.nci.nih.gov/chemical/structure/BHBr2/smiles,
2698,5.01,12,-167952,https://cactus.nci.nih.gov/chemical/structure/%28CH3O%28CH3%292Si%292/smiles,,,https://cactus.nci.nih.gov/chemical/structure/%28CH3%292Si%28OCH3%292/smiles,https://cactus.nci.nih.gov/chemical/structure/%28CH3%292Si/smiles,
